,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),num_params,num_trainable_params,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/batch_size,config/m_lambda,config/num_HL,config/latent_dim,config/opt_lr,config/opt_wd,logdir
0,0.611864406779661,0.611864406779661,0.009291166151637803,0.6166111173658229,0.009015099322209738,0.6166111173658229,0.009015099322209756,0.5966101694915255,0.0,0.602906984028535,0.0,0.6029069840285349,0.0,0.559322033898305,0.0,0.49560384566809806,0.0,0.495603845668098,0.0,600286,600286,1700153309,,True,1,2c77e963,2023-11-16_13-48-29,1174.4429295063019,1174.4429295063019,10705,ac1450d1e4fc,172.17.0.2,1174.4429295063019,1,64,1.0386323045264252,7,3,1.535422965961951e-05,6.4942709672135404e-06,2c77e963
1,0.6269491525423728,0.6269491525423728,0.008396248187458214,0.63287365350734,0.008245656826636047,0.6328736535073402,0.008245656826636014,0.5779661016949152,0.0,0.5855924851914581,0.0,0.5855924851914581,0.0,0.5686440677966101,0.0,0.5150998990975915,0.0,0.5150998990975914,0.0,282067,282067,1700153296,,True,1,92a2e311,2023-11-16_13-48-16,1149.8234314918518,1149.8234314918518,11771,ac1450d1e4fc,172.17.0.2,1149.8234314918518,1,64,2.6381715193777633,3,52,1.9302110258325415e-05,8.506991699629323e-06,92a2e311
2,0.6199152542372881,0.6199152542372881,0.006567113141037065,0.6258183249886753,0.00640575229583864,0.6258183249886753,0.006405752295838686,0.6152542372881356,0.0,0.6219186347321188,0.0,0.621918634732119,0.0,0.573728813559322,0.0,0.5251698472423065,0.0,0.5251698472423065,0.0,515457,515457,1700153242,,True,1,3dd5b05c,2023-11-16_13-47-22,1083.5523612499237,1083.5523612499237,11832,ac1450d1e4fc,172.17.0.2,1083.5523612499237,1,64,1.352564520459229,6,6,0.00013922551067453715,4.515575480603115e-06,3dd5b05c
3,0.6526271186440677,0.6526271186440677,0.006290054072546967,0.6578342027266375,0.005850397964690391,0.6578342027266375,0.00585039796469042,0.5898305084745763,0.0,0.5947877633212421,0.0,0.5947877633212421,0.0,0.5567796610169492,0.0,0.4992794262547724,0.0,0.4992794262547724,0.0,587160,587160,1700153143,,False,1,645129ab,2023-11-16_13-45-43,972.8946263790131,972.8946263790131,11893,ac1450d1e4fc,172.17.0.2,972.8946263790131,1,64,0.65350730324703,6,47,3.189015293584041e-05,9.669541827724272e-06,645129ab
4,0.6741525423728814,0.6741525423728814,0.006918597563351135,0.6792983374616266,0.00666424528780269,0.6792983374616265,0.0066642452878027045,0.6305084745762712,0.0,0.6355660280463218,0.0,0.6355660280463218,0.0,0.5923728813559322,0.0,0.5384025698363868,0.0,0.5384025698363868,0.0,436756,436756,1700153293,,False,1,3e8e9912,2023-11-16_13-48-13,1110.1923875808716,1110.1923875808716,11962,ac1450d1e4fc,172.17.0.2,1110.1923875808716,1,128,2.3071145469764756,5,15,0.0004595187987417229,7.83044742175737e-06,3e8e9912
5,0.6362711864406779,0.6362711864406779,0.006903529442175019,0.6406941836021798,0.006740956468668061,0.6406941836021798,0.006740956468668032,0.5898305084745763,0.0,0.5971681578501697,0.0,0.5971681578501696,0.0,0.5813559322033899,0.0,0.5218572275655322,0.0,0.5218572275655322,0.0,299875,299875,1700154563,,True,1,4007ade1,2023-11-16_14-09-23,1419.7742803096771,1419.7742803096771,11893,ac1450d1e4fc,172.17.0.2,1419.7742803096771,1,64,2.738178097168686,3,68,1.6713923200453158e-05,2.763583118027767e-06,4007ade1
6,0.6409322033898305,0.6409322033898305,0.0037908930926008623,0.6453538356234113,0.003789444925648637,0.6453538356234114,0.0037894449256486253,0.5847457627118644,0.0,0.5893978670075545,0.0,0.5893978670075544,0.0,0.5661016949152542,0.0,0.5094451013283395,0.0,0.5094451013283395,0.0,348121,348121,1700158276,,True,1,590503ba,2023-11-16_15-11-16,5033.726142644882,5033.726142644882,11832,ac1450d1e4fc,172.17.0.2,5033.726142644882,1,128,2.5502090928205097,4,20,1.1652483645502765e-05,6.57935889533341e-07,590503ba
7,0.6523728813559322,0.6523728813559322,0.008292969371339016,0.6566911470131271,0.008204192914667324,0.6566911470131271,0.008204192914667327,0.5788135593220339,0.0,0.5832683082048424,0.0,0.5832683082048424,0.0,0.588135593220339,0.0,0.5300615506262275,0.0,0.5300615506262275,0.0,270814,270814,1700155546,,True,1,38bfdaca,2023-11-16_14-25-46,2252.0206022262573,2252.0206022262573,11962,ac1450d1e4fc,172.17.0.2,2252.0206022262573,1,128,0.8143945214000794,3,41,0.00012969732376691675,5.295019133583079e-06,38bfdaca
8,0.6609322033898306,0.6609322033898306,0.005161149145283093,0.6664065714869328,0.0049258514256470785,0.6664065714869328,0.004925851425647081,0.614406779661017,0.0,0.619543961459396,0.0,0.6195439614593962,0.0,0.5949152542372881,0.0,0.5346594805492361,0.0,0.5346594805492361,0.0,362004,362004,1700154917,,False,1,00d91905,2023-11-16_14-15-17,1621.2312605381012,1621.2312605381012,11771,ac1450d1e4fc,172.17.0.2,1621.2312605381012,1,128,1.2883669334466865,4,31,0.0004932107540712914,7.332163587784231e-06,00d91905
9,0.6260169491525424,0.6260169491525424,0.0034120037524063536,0.6324446279403548,0.0032488648889070514,0.6324446279403548,0.0032488648889070697,0.6059322033898306,0.0,0.6113802511452704,0.0,0.6113802511452704,0.0,0.5610169491525424,0.0,0.505794760580778,0.0,0.505794760580778,0.0,657890,657890,1700154149,,True,1,03490551,2023-11-16_14-02-29,840.0841979980469,840.0841979980469,10705,ac1450d1e4fc,172.17.0.2,840.0841979980469,1,64,1.1160527265666562,7,33,8.518087547809164e-05,7.752875711036993e-06,03490551
