,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),num_params,num_trainable_params,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/batch_size,config/num_HL,config/latent_dim,config/opt_lr,config/opt_wd,logdir
0,0.5558823529411765,0.5420588235294117,0.009759211778257094,0.5312264031983032,0.010534453265460151,0.5312264031983032,0.010534453265460165,0.55,0.0,0.5412305502049379,0.0,0.5412305502049379,0.0,0.5558823529411765,0.0,0.4722686654279814,0.0,0.47226866542798135,0.0,517088,517088,1703425966,True,1,09f5b9b8,2023-12-24_13-52-46,123.7383246421814,123.7383246421814,1917,1d43726c602a,172.17.0.2,123.7383246421814,1,,128,6,7,4.913964009999879e-05,5.332916898785315e-06,09f5b9b8
1,0.6794117647058824,0.6558823529411766,0.009112901991076268,0.6505239870369735,0.009129178569504532,0.6505239870369736,0.00912917856950453,0.6411764705882353,0.0,0.6386656778220698,0.0,0.6386656778220698,0.0,0.6794117647058824,0.0,0.6113750600993371,0.0,0.6113750600993371,0.0,332389,332389,1703426221,True,1,710f41ca,2023-12-24_13-57-01,370.44814586639404,370.44814586639404,2022,1d43726c602a,172.17.0.2,370.44814586639404,1,,64,4,6,1.2145867145457656e-05,5.377365281442182e-07,710f41ca
2,0.48823529411764705,0.4732352941176471,0.013948124354563971,0.47112559960660627,0.01353126818846382,0.47112559960660627,0.013531268188463801,0.48823529411764705,0.0,0.4879440092791219,0.0,0.48794400927912196,0.0,0.24411764705882352,0.0,0.21413900640746825,0.0,0.2141390064074683,0.0,600286,600286,1703425874,False,1,4f45b854,2023-12-24_13-51-14,17.864176034927368,17.864176034927368,2068,1d43726c602a,172.17.0.2,17.864176034927368,1,,128,7,3,0.0005585011826191006,7.395287883229975e-06,4f45b854
3,0.7091176470588236,0.7091176470588236,0.012370435791066543,0.7049030157212351,0.012614739533494183,0.7049030157212353,0.012614739533494186,0.6735294117647059,0.0,0.6668934441977362,0.0,0.6668934441977363,0.0,0.7058823529411765,0.0,0.6386645846077894,0.0,0.6386645846077895,0.0,135792,135792,1703425984,False,1,4f4b779b,2023-12-24_13-53-04,115.65944266319275,115.65944266319275,2114,1d43726c602a,172.17.0.2,115.65944266319275,1,,128,2,7,0.00013277213131295874,7.610367980267433e-06,4f4b779b
4,0.711764705882353,0.7064705882352941,0.007180326832784545,0.7032464551883689,0.007503262560232948,0.7032464551883688,0.007503262560232976,0.6705882352941176,0.0,0.668177095817397,0.0,0.668177095817397,0.0,0.711764705882353,0.0,0.6455700920303968,0.0,0.6455700920303967,0.0,332389,332389,1703425910,False,1,6f9fbd86,2023-12-24_13-51-50,36.0092875957489,36.0092875957489,2163,1d43726c602a,172.17.0.2,36.0092875957489,1,,64,4,6,0.00037087840097603725,3.979703898176903e-06,6f9fbd86
5,0.711764705882353,0.7041176470588235,0.01221208205413335,0.6998757438159362,0.012349082352757513,0.6998757438159362,0.0123490823527575,0.6529411764705882,0.0,0.6498018380277525,0.0,0.6498018380277525,0.0,0.711764705882353,0.0,0.6549322921165961,0.0,0.6549322921165961,0.0,238815,238815,1703425906,False,1,729ff4e6,2023-12-24_13-51-46,32.68517279624939,32.68517279624939,2068,1d43726c602a,172.17.0.2,32.68517279624939,1,,128,3,8,0.0007665833425042026,2.268421506585108e-06,729ff4e6
6,0.48823529411764705,0.48441176470588243,0.00984745237810777,0.4823271008723424,0.009450826422583736,0.4823271008723424,0.00945082642258374,0.48823529411764705,0.0,0.48495409205820217,0.0,0.48495409205820217,0.0,0.4764705882352941,0.0,0.414340436066084,0.0,0.414340436066084,0.0,512485,512485,1703425944,True,1,fb80780b,2023-12-24_13-52-24,63.82321882247925,63.82321882247925,2215,1d43726c602a,172.17.0.2,63.82321882247925,1,,64,6,4,2.4472472412911347e-05,4.0925338345131545e-06,fb80780b
7,0.44176470588235295,0.44176470588235295,0.006809315825170727,0.4104887935698141,0.007061484803899416,0.4104887935698141,0.007061484803899446,0.43823529411764706,0.0,0.436611604552926,0.0,0.4366116045529261,0.0,0.23529411764705882,0.0,0.12858617131062952,0.0,0.12858617131062952,0.0,691673,691673,1703425908,True,1,b703411a,2023-12-24_13-51-48,14.536761045455933,14.536761045455933,2301,1d43726c602a,172.17.0.2,14.536761045455933,1,,128,8,4,0.0006838299341853886,3.255072811244242e-07,b703411a
8,0.5529411764705883,0.5170588235294117,0.011527010554273786,0.5107443123457658,0.011175642385720533,0.5107443123457658,0.011175642385720521,0.5529411764705883,0.0,0.5511698193664483,0.0,0.5511698193664482,0.0,0.538235294117647,0.0,0.46151689218856956,0.0,0.46151689218856956,0.0,513838,513838,1703425950,True,1,51838f3b,2023-12-24_13-52-30,44.66006422042847,44.66006422042847,2348,1d43726c602a,172.17.0.2,44.66006422042847,1,,128,6,5,0.00032274746221801085,2.535435335086741e-06,51838f3b
9,0.5029411764705882,0.4670588235294118,0.010506218293818675,0.4662126601721016,0.010742359569261669,0.46621266017210167,0.010742359569261697,0.4588235294117647,0.0,0.4601575566810607,0.0,0.4601575566810607,0.0,0.5029411764705882,0.0,0.42515293109807234,0.0,0.4251529310980723,0.0,598917,598917,1703425947,True,1,ff551599,2023-12-24_13-52-27,40.01980471611023,40.01980471611023,2068,1d43726c602a,172.17.0.2,40.01980471611023,1,,128,7,2,0.0004771317183434144,1.1604516587118354e-06,ff551599
