,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),num_params,num_trainable_params,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/batch_size,config/num_HL,config/latent_dim,config/opt_lr,config/opt_wd,logdir
0,0.6405932203389829,0.6405932203389829,0.00790864602747742,0.6459505454969017,0.007903197446097902,0.6459505454969017,0.007903197446097888,0.6245762711864407,0.0,0.6312265711622643,0.0,0.6312265711622643,0.0,0.6245762711864407,0.0,0.5589819709917757,0.0,0.5589819709917757,0.0,423106,423106,1703427013,True,1,1dfa5ed8,2023-12-24_14-10-13,888.4449863433838,888.4449863433838,1864,c6b012403c46,172.17.0.2,888.4449863433838,1,,128,5,5,2.5841267875836417e-05,9.159371153146208e-06,1dfa5ed8
1,0.6777966101694914,0.6777966101694914,0.00868220235584116,0.6819182651301574,0.008528102439035146,0.6819182651301574,0.008528102439035165,0.6483050847457628,0.0,0.6540297235475451,0.0,0.6540297235475451,0.0,0.6152542372881356,0.0,0.5531056001163481,0.0,0.553105600116348,0.0,334273,334273,1703426449,False,1,fa4f0e5a,2023-12-24_14-00-49,285.20284628868103,285.20284628868103,1969,c6b012403c46,172.17.0.2,285.20284628868103,1,,128,4,8,0.00018674831988990909,9.58650042209877e-06,fa4f0e5a
2,0.6345762711864407,0.6345762711864407,0.004095947787659165,0.6400659423341445,0.004060686496664746,0.6400659423341445,0.004060686496664707,0.6186440677966102,0.0,0.6246625362684377,0.0,0.6246625362684378,0.0,0.5661016949152542,0.0,0.5080509391318623,0.0,0.5080509391318623,0.0,517088,517088,1703426269,False,1,26643a48,2023-12-24_13-57-49,98.4245834350586,98.4245834350586,2016,c6b012403c46,172.17.0.2,98.4245834350586,1,,64,6,7,0.0006193789511647386,8.953493068588829e-06,26643a48
3,0.6588135593220339,0.6588135593220339,0.007072083405093243,0.6622641595492521,0.0069494265354989974,0.6622641595492521,0.006949426535499008,0.6457627118644068,0.0,0.6514728365738909,0.0,0.6514728365738909,0.0,0.6305084745762712,0.0,0.5724349258663851,0.0,0.5724349258663852,0.0,236843,236843,1703426298,False,1,bc1c7ff6,2023-12-24_13-58-18,100.77983975410461,100.77983975410461,2063,c6b012403c46,172.17.0.2,100.77983975410461,1,,64,3,6,0.0005321021958539851,3.689663132166279e-06,bc1c7ff6
4,0.6658474576271186,0.6658474576271186,0.007070559960547855,0.6689748328794407,0.007003019102415653,0.6689748328794407,0.007003019102415641,0.6305084745762712,0.0,0.6371918034821589,0.0,0.637191803482159,0.0,0.6076271186440678,0.0,0.5679640996824962,0.0,0.5679640996824963,0.0,234883,234883,1703426418,False,1,4cecd0f9,2023-12-24_14-00-18,188.73650431632996,188.73650431632996,2110,c6b012403c46,172.17.0.2,188.73650431632996,1,,128,3,4,0.0003858643305652043,6.633322611253756e-06,4cecd0f9
5,0.6110169491525423,0.6070338983050847,0.004186989602384946,0.6131479592283086,0.003932251075292172,0.6131479592283086,0.0039322510752921825,0.5788135593220339,0.0,0.5852097205888225,0.0,0.5852097205888224,0.0,0.6110169491525423,0.0,0.5483774912518703,0.0,0.5483774912518702,0.0,510410,510410,1703426482,True,1,18273455,2023-12-24_14-01-22,246.37646389007568,246.37646389007568,2157,c6b012403c46,172.17.0.2,246.37646389007568,1,,128,6,3,7.95579114548587e-05,3.207661358659279e-06,18273455
6,0.5983898305084745,0.5983898305084745,0.005949731972362064,0.6034510673376823,0.005667347706830545,0.6034510673376823,0.005667347706830557,0.5788135593220339,0.0,0.5854041241223948,0.0,0.585404124122395,0.0,0.5932203389830508,0.0,0.5300731700731701,0.0,0.5300731700731701,0.0,513838,513838,1703426707,True,1,db2ddba8,2023-12-24_14-05-07,453.1141984462738,453.1141984462738,2204,c6b012403c46,172.17.0.2,453.1141984462738,1,,64,6,5,1.7832135774188023e-05,4.841941892355584e-07,db2ddba8
7,0.6089830508474577,0.6089830508474577,0.007072083405093243,0.6143561110527933,0.006866860189147728,0.6143561110527933,0.0068668601891477095,0.5898305084745763,0.0,0.5947198248960472,0.0,0.5947198248960471,0.0,0.5669491525423729,0.0,0.5148287297606936,0.0,0.5148287297606937,0.0,329258,329258,1703426490,True,1,f26d5dbe,2023-12-24_14-01-30,220.93305230140686,220.93305230140686,2251,c6b012403c46,172.17.0.2,220.93305230140686,1,,128,4,3,9.956431240119321e-05,7.7042617637202e-06,f26d5dbe
8,0.5991525423728814,0.5707627118644067,0.004901353810481769,0.5761142223327944,0.004660687621911283,0.5761142223327944,0.004660687621911271,0.5728813559322034,0.0,0.5775012376529828,0.0,0.5775012376529828,0.0,0.5991525423728814,0.0,0.5382733272167353,0.0,0.5382733272167353,0.0,598917,598917,1703426537,True,1,7878a24e,2023-12-24_14-02-17,267.4992775917053,267.4992775917053,2016,c6b012403c46,172.17.0.2,267.4992775917053,1,,64,7,2,5.2778699011741266e-05,7.63497898360377e-06,7878a24e
9,0.6772881355932203,0.6772881355932203,0.006073380632938629,0.6827206586140893,0.005874725890693184,0.6827206586140893,0.005874725890693198,0.6440677966101694,0.0,0.6498059151394122,0.0,0.6498059151394122,0.0,0.6067796610169491,0.0,0.5413888668357411,0.0,0.5413888668357411,0.0,334273,334273,1703426934,False,1,412bdbfa,2023-12-24_14-08-54,644.025541305542,644.025541305542,2303,c6b012403c46,172.17.0.2,644.025541305542,1,,128,4,8,5.9392865198595815e-05,4.6655157595263104e-06,412bdbfa
