dataset,model,percent,dim,score,CONT,TRUST,LCMC,score2,CONT2,TRUST2,LCMC2
uci,convtae,200.0,546,0.7305797101449275,0.9099318897901,0.8848682437022453,0.35047422958787594,0.7305797101449276,0.8011782209071873,0.7860096409940112,0.3150968710973099
uci,tae,2.5,7,0.6740579710144928,0.8462198914377277,0.7463002510259933,0.15544520201167855,0.6791304347826087,0.8524487704255149,0.748423809082224,0.16252067370979173
uci,tae,5.0,14,0.6833333333333333,0.9158558821816833,0.7901442105512867,0.2145888885138556,0.6994202898550725,0.9145822864931195,0.7915713278283016,0.217128801431127
uci,tae,25.0,63,0.7115942028985507,0.9137265283148263,0.8395189908496281,0.24216508590137376,0.7086956521739131,0.9048912867670051,0.8385289855228738,0.23091690012488608
uci,tae,50.0,91,0.7047826086956521,0.9182279861633782,0.8241634623471793,0.2425279306038411,0.7050724637681159,0.9149804452045194,0.8283499246275046,0.24561211057481352
uci,tae,75.0,226,0.6894202898550724,0.9081098486727324,0.811192033806559,0.21368177675768724,0.7301449275362318,0.9043708768872777,0.8102390947105546,0.2047013703716205
uci,tae,100.0,89,0.6466666666666667,0.7668149944899363,0.7329755476097538,0.15163533263577145,0.6553623188405797,0.781860514517023,0.7296189645393436,0.14401559388395718
uci,tae,200.0,383,0.6430434782608696,0.7753542453369333,0.7374113645333051,0.1838377999797482,0.6104347826086958,0.8046051624228753,0.7455025857402571,0.1802093529550748
uci,umap,2.5,6,0.6405797101449275,0.7356459336592646,0.712800330819479,0.15698729199716477,0.6405797101449275,0.7356459336592646,0.712800330819479,0.15698729199716477
uci,umap,5.0,11,0.6608695652173913,0.7270268893264351,0.7123872108294856,0.15344955614810812,0.6608695652173913,0.7270268893264351,0.7123872108294856,0.15344955614810812
uci,umap,25.0,72,0.6589855072463767,0.7188934800095752,0.7159397731708421,0.15236102204070612,0.6520289855072463,0.7188934800095752,0.7159397731708421,0.15236102204070612
uci,umap,50.0,34,0.6588405797101449,0.7260801503999379,0.7157053798062096,0.15326813379687448,0.665072463768116,0.7260801503999379,0.7157053798062096,0.15326813379687448
uci,umap,75.0,128,0.6536231884057971,0.7414107434380641,0.7167716741751617,0.15880151550950145,0.6536231884057971,0.7414107434380641,0.7167716741751617,0.15880151550950145
uci,umap,100.0,47,0.6695652173913044,0.7559531062310086,0.7217912505364494,0.16660267661254935,0.6695652173913044,0.7559531062310086,0.7217912505364494,0.16660267661254935
uci,umap,200.0,20,0.6550724637681159,0.7220385833852709,0.7161536790188421,0.15363097849934182,0.6550724637681159,0.7220385833852709,0.7161536790188421,0.15363097849934182
wisdm,ae,2.5,9,0.6610785824345146,0.8913885092123176,0.6964620402531334,0.12478654941326724,0.6663482280431434,0.8894062370125306,0.6965134828076465,0.12422782561548672
wisdm,ae,5.0,18,0.6942372881355933,0.9271798500462965,0.7392548625658351,0.16347335582510447,0.6952850539291217,0.9294763223153755,0.7399229413333088,0.16859820169440162
wisdm,ae,25.0,55,0.7134052388289677,0.8657605614864999,0.7778037009894924,0.2457791511395311,0.7161787365177196,0.8658879115022377,0.7785544256616352,0.24435344213829804
wisdm,ae,50.0,59,0.7040369799691832,0.9447689720188792,0.8055460158932246,0.2693033496598764,0.7095839753466873,0.9277096206207399,0.7970716324351352,0.2637353780199257
wisdm,ae,75.0,165,0.7072419106317411,0.8915797103068557,0.8080518215785276,0.32369222142313164,0.713713405238829,0.8910278861021854,0.8088851682813147,0.32446287493731163
wisdm,ae,100.0,59,0.705608628659476,0.9453565833864291,0.804615227359021,0.26753084657726234,0.6982434514637904,0.9573545281671472,0.813380468058847,0.2761621659360786
wisdm,ae,200.0,719,0.703728813559322,0.9811839919030768,0.8793080378970537,0.3999098539755361,0.7042218798151001,0.9820925358148568,0.8809236767010147,0.4074044594009368
wisdm,convae,2.5,9,0.6948228043143297,0.8846149470779722,0.7009087563905989,0.13228115483866798,0.7028351309707241,0.8816927784035955,0.7016760556043222,0.1419721227794818
wisdm,convae,5.0,17,0.2,0.6664815653854146,0.8253577677767897,0.010749095652478087,0.7167026194144839,0.9321935623310674,0.7428378523042063,0.17333772080660878
wisdm,convae,25.0,80,0.7135901386748845,0.9584917732976102,0.8245063544058844,0.27282908948725,0.7214175654853621,0.94998662815882,0.7760878748412855,0.21976959503595528
wisdm,convae,50.0,49,0.7278890600924499,0.955226516984172,0.7876453020885379,0.24119376273015997,0.2,0.6645071238656973,0.6439240261212388,0.0007305999681377672
wisdm,convae,75.0,269,0.6249614791987673,0.7033531222735864,0.5464330798675889,0.015084021669740726,0.2,0.6664815653854146,0.8253577677767897,0.010749095652478087
wisdm,convae,100.0,190,0.2,0.6664815653854146,0.8253577677767897,0.010749095652478087,0.6465331278890601,0.8721473882963038,0.7319491305175736,0.1330710746907025
wisdm,convae,200.0,566,0.7647457627118643,0.9598564006068968,0.8083147521799849,0.24192588356863098,0.2,0.6664815653854146,0.8253577677767897,0.010749095652478087
wisdm,convtae,2.5,8,0.6364869029275809,0.7678051878637446,0.6199845866909761,0.045081709709198184,0.6484437596302002,0.7135020536913443,0.5824063049580046,0.02606583424680608
wisdm,convtae,5.0,17,0.6838212634822803,0.8523061519923543,0.6909520168394001,0.14964012524557302,0.6850847457627119,0.890682267816516,0.7377471641956096,0.16343482314939548
wisdm,convtae,25.0,69,0.7345762711864406,0.9310826860607783,0.8226521603795856,0.2574160192036495,0.6794144838212635,0.7348520567281203,0.6481533632961891,0.11553870724310694
wisdm,convtae,50.0,128,0.7281047765793527,0.9279787345945694,0.8617008850673897,0.2705363952825644,0.7319260400616334,0.9340351090928329,0.8665209909496437,0.30625618566480856
wisdm,convtae,75.0,241,0.7481355932203391,0.93552204303016,0.8813187261546243,0.31116910181770624,0.7139291217257319,0.8305289292538164,0.7521492172853286,0.2673381831987173
wisdm,convtae,100.0,341,0.6329429892141756,0.8150994097672646,0.6487645084834914,0.05883787493731162,0.7407704160246534,0.9229584450160204,0.8610018118474752,0.2758539045304066
wisdm,convtae,200.0,561,0.7389522342064716,0.8199907855814643,0.7509115639758922,0.2645445642098147,0.7710323574730354,0.9440443058445904,0.8960166918107894,0.34134018689785417
wisdm,tae,2.5,8,0.6502003081664098,0.8500267615878786,0.6701177225765764,0.10222566778564703,0.63537750385208,0.8234255056900396,0.6595073062632453,0.09619530403718833
wisdm,tae,5.0,17,0.6853004622496148,0.8950380836053062,0.7186345153744899,0.13711700564014762,0.6812634822804314,0.8910253554555775,0.7180350087741816,0.1364619501530946
wisdm,tae,25.0,59,0.6807704160246533,0.9035094052197403,0.7785606150025135,0.1827204273417506,0.6672727272727272,0.9002636360788844,0.788774042097736,0.1896177762936618
wisdm,tae,50.0,144,0.6871494607087827,0.9083873339895825,0.7987328527205693,0.20926944090525243,0.6766101694915255,0.9023043399538868,0.8159628317725451,0.21870994645395772
wisdm,tae,75.0,206,0.7143605546995377,0.9395805257480401,0.9432456958476004,0.4650300759237481,0.716517719568567,0.9409051043810555,0.9481287455957199,0.4768210746907025
wisdm,tae,100.0,293,0.7093990755007704,0.9486491396470006,0.9441241942994177,0.4871863644564238,0.7128505392912172,0.9454924743344686,0.9374223676404977,0.4801926838152401
wisdm,tae,200.0,410,0.7091217257318952,0.9369218546832051,0.955470975059093,0.5012122584145002,0.709553158705701,0.9382158566592104,0.9506127542965604,0.4941222460840441
wisdm,umap,2.5,9,0.5975346687211094,0.7541036225298979,0.6470927120051584,0.10652206112720065,0.578120184899846,0.7534660010493112,0.6477862524198712,0.10879548899403173
wisdm,umap,5.0,11,0.5821263482280432,0.7554511082895197,0.6548431992262524,0.11484511908034492,0.5922958397534669,0.7538417961020785,0.6536422880406798,0.1110881831987173
wisdm,umap,25.0,55,0.6134052388289677,0.7574628828152097,0.6773554315602381,0.13609588973385908,0.6061633281972265,0.7565376151491955,0.6788193031897989,0.13813812154643615
wisdm,umap,50.0,144,0.6141140215716486,0.7506189161823105,0.6682352796106662,0.12555720292744726,0.6097688751926041,0.7513082189576563,0.6679647749749036,0.12555720292744726
wisdm,umap,75.0,210,0.600246533127889,0.7546596843739353,0.6753213586955691,0.133822461867028,0.5981201848998459,0.7569406564325407,0.6761808593923087,0.133205939055684
wisdm,umap,100.0,291,0.5855161787365177,0.758662081039517,0.6768447124574278,0.13511330650327955,0.5947303543913713,0.755118859457628,0.676882576660448,0.13445825101622655
wisdm,umap,200.0,586,0.6036979969183359,0.7532087584342154,0.6713130711144165,0.12962240021474689,0.5902927580893683,0.7515968081670555,0.6684424046796145,0.12538380588675674
