dataset,model,percent,dim,score,CONT,TRUST,LCMC,score2,CONT2,TRUST2,LCMC2
motionsense,umap,200.0,135,0.7629001883239171,0.7445306968689824,0.6996253083441188,0.15119925132929063,0.7637476459510358,0.7445306968689824,0.6996253083441188,0.15119925132929063
realworld_thigh,ae,2.5,9,0.618391994478951,0.9256544205983592,0.7804672052394265,0.23940523822510235,0.6093857832988268,0.9252268037636512,0.7806505508996429,0.23895218334073925
realworld_thigh,ae,5.0,14,0.6473429951690821,0.934874436828389,0.7978194297156198,0.26423696069662467,0.663319530710835,0.9343443039796162,0.7955499093785394,0.25862770974736676
realworld_thigh,ae,25.0,76,0.6614906832298136,0.9158069674226422,0.8365180718135088,0.36388746121440163,0.6794340924775708,0.9137880684119839,0.8344167780838764,0.35476164140080135
realworld_thigh,ae,50.0,50,0.6554520358868186,0.8004302931841184,0.7600191244410518,0.22982636352713898,0.6466873706004141,0.8075543998345606,0.7645981830537929,0.23504728171837125
realworld_thigh,ae,75.0,132,0.6635610766045549,0.9294790766687391,0.8429263261363746,0.37558059203939304,0.6865424430641822,0.9314786256881378,0.8427073132902569,0.36831013984747035
realworld_thigh,ae,100.0,208,0.653623188405797,0.9328476300813646,0.7906986553972637,0.2532773473034593,0.6487232574189096,0.938083877000193,0.7966399938319656,0.26596288406562707
realworld_thigh,ae,200.0,525,0.6530710835058662,0.9450272664141542,0.8015802023589736,0.2712053762989719,0.6576259489302968,0.9477531515025238,0.8081103900826443,0.27737555234315553
realworld_thigh,convae,2.5,9,0.678191856452726,0.9305033456913681,0.7920832131696879,0.2561898429886509,0.16666666666666669,0.6554938114774084,0.8534714049064149,0.000407999702492768
realworld_thigh,convae,5.0,14,0.16666666666666669,0.6554938114774084,0.8534714049064149,0.000407999702492768,0.5312284334023465,0.8330633420466205,0.6725624956792009,0.1251491111971424
realworld_thigh,convae,25.0,63,0.6925465838509317,0.9310635219476228,0.8121662725578663,0.30634949090028357,0.6356107660455487,0.9336559714732005,0.8104792663345977,0.30568069559479516
realworld_thigh,convae,50.0,148,0.16666666666666669,0.6554938114774084,0.8534714049064149,0.000407999702492768,0.7025534851621809,0.9755995561842872,0.8474506820841965,0.39547185886714586
realworld_thigh,convae,75.0,68,0.5924775707384403,0.8282643420278096,0.7022097075970701,0.15921452369282757,0.6953071083505866,0.9592991130634966,0.833836218438996,0.33497824478361116
realworld_thigh,convae,100.0,177,0.16666666666666669,0.6554938114774084,0.8534714049064149,0.000407999702492768,0.6591787439613527,0.921520434249748,0.8062081002298396,0.31223920439700437
realworld_thigh,convae,200.0,502,0.6818495514147688,0.9812456949264802,0.8544496503043221,0.4146296082630727,0.6740165631469979,0.9180029068719068,0.80527113081948,0.2907083103686992
realworld_thigh,convtae,2.5,9,0.5120772946859903,0.9015133370563595,0.7642702815765199,0.22369933556718036,0.5857142857142856,0.8672687948621759,0.7249309256233063,0.16370192445223386
realworld_thigh,convtae,5.0,11,0.6024499654934438,0.8922642209555732,0.7111513205859824,0.1607031325985922,0.5846445824706695,0.8767510768599625,0.764924399644056,0.2518318864819198
realworld_thigh,convtae,25.0,83,0.4688060731538992,0.7685816902714594,0.7037343581080717,0.11455625651989007,0.6538992408557626,0.851346702479926,0.7898666881453567,0.31047013294377684
realworld_thigh,convtae,50.0,150,0.5527605244996548,0.8304946232185277,0.7308109341708504,0.19880289096932052,0.5919599723947548,0.8421182318613002,0.7115599768255398,0.1643059976313847
realworld_thigh,convtae,75.0,118,0.6065907522429261,0.8622022347862042,0.7157912972246121,0.1369932603169215,0.6475845410628018,0.7851798342059201,0.7027681615243815,0.1661397912109498
realworld_thigh,convtae,100.0,119,0.595928226363009,0.8738022475224523,0.7998085623891045,0.31361994309220625,0.6069358178053831,0.8587558096401776,0.789141123380217,0.305918010058033
realworld_thigh,convtae,200.0,358,0.6340234644582471,0.8949327899320618,0.7459808405732055,0.21748601143877166,0.5938578329882678,0.8369492980506112,0.7545333869421946,0.2616265016010085
realworld_thigh,tae,2.5,6,0.5326432022084195,0.8230407205289748,0.6850702431640914,0.12245235593307614,0.5698067632850241,0.8068665390965075,0.6877472590407891,0.1300248447145742
realworld_thigh,tae,5.0,13,0.5845410628019324,0.8923094508113039,0.7663930070689172,0.22160665348226494,0.5979986197377501,0.9018671633284238,0.7731198772695353,0.2380029254877879
realworld_thigh,tae,25.0,17,0.6309178743961352,0.9140759519506768,0.7792329618534393,0.20585760274011788,0.6239475500345066,0.9043823701450842,0.7788203891876322,0.20033464795931016
realworld_thigh,tae,50.0,74,0.6356107660455487,0.9431080303422241,0.8590220966715978,0.33312287716193356,0.6594202898550725,0.940609515139541,0.8557068306188031,0.32253002248468127
realworld_thigh,tae,75.0,222,0.5670117322291236,0.8013971412574523,0.7089459832113965,0.14875111326825047,0.56432022084196,0.8371788770103772,0.7316186315614293,0.19202864174598605
realworld_thigh,tae,100.0,311,0.6432022084195997,0.8935462477371593,0.7523885407554548,0.18527596656476408,0.6262939958592133,0.887773405491827,0.7421766652404784,0.17438107529793634
realworld_thigh,tae,200.0,351,0.6518288474810214,0.8531619398372228,0.7163155666665908,0.15688452714467432,0.6245686680469289,0.8428551040903725,0.718391706905263,0.16053054026169195
realworld_thigh,umap,2.5,7,0.575879917184265,0.7508922936952457,0.7244807088375065,0.18443457892237541,0.5772601794340925,0.7508922936952457,0.7244807088375065,0.18443457892237541
realworld_thigh,umap,5.0,13,0.616183574879227,0.7655072881772033,0.7569445650906748,0.219125638639324,0.6196687370600416,0.7655072881772033,0.7569445650906748,0.219125638639324
realworld_thigh,umap,25.0,38,0.6337819185645273,0.7604419711734254,0.772551081880177,0.23452950470767053,0.6325051759834369,0.7604419711734254,0.772551081880177,0.23452950470767053
realworld_thigh,umap,50.0,145,0.5871290545203589,0.7785369312854852,0.7706485973293178,0.23718311188751173,0.5835403726708075,0.7785369312854852,0.7706485973293178,0.23718311188751173
realworld_thigh,umap,75.0,194,0.6409247757073844,0.7649906793548293,0.7745362606854785,0.23951310843566503,0.6412698412698412,0.7649906793548293,0.7745362606854785,0.23951310843566503
realworld_thigh,umap,100.0,67,0.6367839889579021,0.7599358910227663,0.7726034257032823,0.23226423028585486,0.6339544513457558,0.7599358910227663,0.7726034257032823,0.23226423028585486
realworld_thigh,umap,200.0,485,0.5799171842650103,0.7783482164519976,0.7703537271258242,0.23593181744498498,0.579399585921325,0.7783482164519976,0.7703537271258242,0.23593181744498498
realworld_waist,ae,2.5,9,0.5821759259259259,0.9042190948503596,0.7614257530735593,0.19432413060355938,0.5929783950617284,0.8957896733652336,0.7527150086370671,0.18597793222455514
realworld_waist,ae,5.0,17,0.6087577160493828,0.8625371243999955,0.7811142472262087,0.22298101983551616,0.6054012345679013,0.8552779037219951,0.7814657159023206,0.22442833747349378
realworld_waist,ae,25.0,85,0.6076388888888888,0.8210765607611111,0.8148135067991142,0.28297233592968835,0.6192129629629629,0.8191733427510464,0.8121125872606071,0.2780032120392985
realworld_waist,ae,50.0,128,0.6060956790123457,0.8202783346385734,0.8127613321692341,0.28309294573285315,0.5997685185185185,0.825339983812525,0.8159108920722591,0.2871213131585575
realworld_waist,ae,75.0,161,0.6072530864197531,0.822833032940762,0.8191681061778449,0.29175272960008586,0.6003086419753086,0.8259272200634759,0.8242629078250704,0.30323478286137495
realworld_waist,ae,100.0,131,0.6080246913580247,0.8215058379828608,0.8162980893533629,0.2836477508274112,0.6022376543209876,0.8203010889074578,0.8173759147609537,0.292862339789202
realworld_waist,ae,200.0,106,0.5983796296296297,0.8138140145312565,0.8108460391272253,0.27699008969271416,0.6130401234567902,0.8181779254551791,0.812587551007408,0.2792093100709465
realworld_waist,convae,2.5,9,0.16666666666666669,0.6321485032206331,0.5852998055254747,0.003109348666083517,0.5964506172839507,0.9220033780112638,0.775065002829061,0.20303215839205804
realworld_waist,convae,5.0,18,0.6628086419753086,0.9420381885765888,0.8031175409277072,0.22621336256033284,0.16666666666666669,0.6321485032206331,0.5852998055254747,0.003109348666083517
realworld_waist,convae,25.0,72,0.6619212962962963,0.9144843708430602,0.783966961813297,0.2330881213407265,0.6779706790123456,0.9427365544659819,0.8231378033746388,0.3239555470450878
realworld_waist,convae,50.0,128,0.16666666666666669,0.6321485032206331,0.5852998055254747,0.003109348666083517,0.16666666666666669,0.6321485032206331,0.5852998055254747,0.003109348666083517
realworld_waist,convae,75.0,152,0.16666666666666669,0.6321485032206331,0.5852998055254747,0.003109348666083517,0.6566358024691358,0.9145100103794689,0.7932088390357961,0.24792312712999706
realworld_waist,convae,100.0,344,0.5324074074074074,0.9309005594421317,0.8471881850168432,0.2755186500941036,0.6678240740740741,0.8982221880819716,0.8448310525980522,0.385731888226099
realworld_waist,convae,200.0,303,0.16666666666666669,0.6321485032206331,0.5852998055254747,0.003109348666083517,0.16666666666666669,0.6321485032206331,0.5852998055254747,0.003109348666083517
realworld_waist,convtae,2.5,9,0.6018518518518519,0.8110574130766319,0.7560412256016907,0.18494068791733786,0.5854938271604938,0.86410077077861,0.7127841239091253,0.15635616456727996
realworld_waist,convtae,5.0,16,0.5767746913580247,0.8700626234201286,0.762801491720781,0.24695824870467867,0.6551697530864197,0.8946583393599202,0.7918544307592001,0.26029769293470567
realworld_waist,convtae,25.0,21,0.5654320987654321,0.8665277023153335,0.7440533137484872,0.2141041383225868,0.628395061728395,0.8554630854376426,0.7021361658916414,0.14210008583320047
realworld_waist,convtae,50.0,32,0.6577932098765432,0.8412347071453463,0.7772982092605847,0.282586384559561,0.6366512345679013,0.9353821949016948,0.8243655690159739,0.3164777392488701
realworld_waist,convtae,75.0,12,0.6068672839506173,0.9206075923753996,0.784936224346412,0.22809487548970372,0.6138117283950617,0.8893902998804675,0.7761022284007749,0.2195074575043699
realworld_waist,convtae,100.0,136,0.6281635802469137,0.8379608278094824,0.7043152267183267,0.13056978865064545,0.5991126543209877,0.82223797461714,0.7514868308146572,0.26787198857345523
realworld_waist,convtae,200.0,571,0.6233796296296297,0.8217468702341564,0.7823931795273407,0.28784497197754627,0.6858796296296296,0.9016816800500612,0.8404136143409038,0.28835153315083845
realworld_waist,tae,2.5,9,0.5968364197530864,0.8657277244232275,0.7497944340566487,0.1760638064044085,0.5949074074074074,0.8633184136274558,0.7516362370865542,0.17862073423150227
realworld_waist,tae,5.0,16,0.6168981481481481,0.8882068999111937,0.7764290224189034,0.19881081528129,0.6331018518518519,0.860718244258505,0.7734698808047273,0.19319039845381025
realworld_waist,tae,25.0,53,0.6530478395061728,0.9590582692891375,0.858752702596366,0.3277668168250955,0.654320987654321,0.9580377089477017,0.8565392714886857,0.31768383728051813
realworld_waist,tae,50.0,53,0.6562114197530864,0.9572467147294781,0.8513595792755355,0.312907689075192,0.6587577160493826,0.956781221779648,0.8522395858704328,0.314716836122664
realworld_waist,tae,75.0,98,0.6435185185185185,0.9303124800935276,0.927093533253645,0.3793636906189975,0.6305555555555555,0.9306529322936378,0.9320113124969555,0.3847428878401476
realworld_waist,tae,100.0,51,0.6334876543209876,0.957234077632432,0.853089306524077,0.32463096194281066,0.6545524691358026,0.9556209226860717,0.8522512393535502,0.31160510320101215
realworld_waist,tae,200.0,58,0.6633487654320988,0.9519795277154302,0.869070456734102,0.3378980402909388,0.6537808641975309,0.9554894931296909,0.8669892701772004,0.33302540424308086
realworld_waist,umap,2.5,9,0.5324074074074074,0.8023240736230342,0.6987082151435327,0.186074420067087,0.5324074074074074,0.8023240736230342,0.6987082151435327,0.186074420067087
realworld_waist,umap,5.0,8,0.5318672839506172,0.8004300641128926,0.6937396814215001,0.18392756557075352,0.5326388888888889,0.8004300641128926,0.6937396814215001,0.18392756557075352
realworld_waist,umap,25.0,45,0.5347993827160493,0.7969985723546406,0.7042943178965275,0.18274558949973846,0.5364583333333333,0.7969985723546406,0.7042943178965275,0.18274558949973846
realworld_waist,umap,50.0,93,0.5270061728395061,0.8034889722826963,0.7125948297504805,0.19635037529672805,0.5270061728395061,0.8034889722826963,0.7125948297504805,0.19635037529672805
realworld_waist,umap,75.0,241,0.527391975308642,0.8088207499447303,0.7170587788948302,0.2004511086043313,0.527391975308642,0.8088207499447303,0.7170587788948302,0.2004511086043313
realworld_waist,umap,100.0,222,0.535108024691358,0.8089937067444065,0.7172699373859477,0.2007646940925598,0.535108024691358,0.8089937067444065,0.7172699373859477,0.2007646940925598
realworld_waist,umap,200.0,179,0.5320216049382716,0.8032720619920337,0.7123722332345348,0.20054759644686312,0.5354938271604939,0.8094643706931761,0.7149279338861556,0.20370757328978092
uci,ae,2.5,9,0.6794202898550725,0.8670780703778544,0.7663033457192951,0.1726803253788774,0.7057971014492753,0.8917358749355722,0.7740980370802485,0.1815700205893273
uci,ae,5.0,17,0.7185507246376811,0.9273341481614071,0.8000384680082037,0.23862735005231717,0.7318840579710145,0.930361178743878,0.7996230566512184,0.23463605832517637
uci,ae,25.0,26,0.7259420289855073,0.8893645796716391,0.7993390619305278,0.25504607283896447,0.738695652173913,0.870919614532766,0.7964179733748546,0.24987553582880484
uci,ae,50.0,105,0.736231884057971,0.951906767781547,0.8425340254519654,0.3778690046241604,0.7420289855072464,0.9536635723327949,0.8414706963814733,0.3805903398926655
uci,ae,75.0,255,0.7492753623188406,0.8766725631177256,0.835700225578341,0.41533272015391365,0.7463768115942029,0.8759081900465174,0.8356394369599114,0.4080758261045668
uci,ae,100.0,285,0.7434782608695653,0.8272011410468474,0.8304707869578626,0.39682764032807916,0.7565217391304347,0.8241520055122202,0.8298953842703317,0.39483199446450873
uci,ae,200.0,531,0.7475362318840579,0.8380898517782086,0.8345151844846959,0.4277601512134202,0.7536231884057971,0.8464689765083664,0.8349192737930157,0.43011864177945797
uci,convae,2.5,8,0.7059420289855073,0.9082663355596434,0.7773489476964484,0.19091327167786143,0.43594202898550727,0.7881249770863301,0.6417655279201719,0.057386421169878826
uci,convae,5.0,14,0.7552173913043478,0.9249415566630795,0.7924074072077241,0.217128801431127,0.7434782608695653,0.927526218629838,0.7947192617161638,0.2120489755965842
uci,convae,25.0,47,0.7895652173913044,0.9477959206119513,0.817946040194351,0.27618177675768724,0.2,0.6801726127190817,0.8130972380670999,0.012756522766395516
uci,convae,50.0,108,0.7782608695652173,0.9623355876790232,0.8593894558299924,0.39528555034259294,0.78,0.9560190976003726,0.8253417641261427,0.32117451986363793
uci,convae,75.0,144,0.7727536231884058,0.9346649050996664,0.7993699279917705,0.24361646471124315,0.5013043478260869,0.6433930724158232,0.565442654362655,0.016838525669153136
uci,convae,100.0,257,0.7684057971014494,0.9182548086358118,0.8075592736204893,0.2760003544064536,0.773913043478261,0.8883900747686528,0.8241389312417375,0.36462517298410235
uci,convae,200.0,526,0.7782608695652173,0.9696740274360196,0.8733942908839177,0.4966099335065987,0.7608695652173914,0.9606345846533404,0.9154830632934869,0.4701222702264826
uci,convtae,2.5,9,0.6985507246376812,0.8478994634427223,0.7394462332083236,0.15644302494346374,0.7159420289855073,0.9127691412711318,0.7586992421775427,0.18619629054578596
uci,convtae,5.0,16,0.7291304347826087,0.9203549138769498,0.7987880555621452,0.2236600060755392,0.7175362318840579,0.7584746882123455,0.7566316204331708,0.20107292334694704
uci,convtae,25.0,47,0.7343478260869565,0.9355799692471592,0.8440426884366299,0.3207209639855537,0.7202898550724638,0.9330989579402067,0.8373514924616722,0.3101077564383839
uci,convtae,50.0,123,0.7268115942028985,0.924737894573396,0.8236351000761273,0.2979524589057279,0.7911594202898551,0.9169510208174735,0.8278037705656927,0.30566290883315894
uci,convtae,75.0,91,0.7347826086956522,0.8091709133334914,0.7774234845168289,0.23527103655449422,0.7978260869565218,0.9247077024436215,0.7975230861963739,0.25749527458061905
uci,convtae,100.0,269,0.7782608695652173,0.8380285240146044,0.7988691969109138,0.3394981773382388,0.7034782608695652,0.7444947886227429,0.731803311214004,0.21467959968947242
