dataset,model,percent,dim,score
kuhar,fft-ae,25,87,0.8152582159624412
kuhar,fft-ae,25,80,0.7901408450704226
kuhar,fft-ae,25,78,0.8272300469483568
kuhar,fft-ae,25,75,0.8075117370892018
kuhar,fft-ae,25,82,0.8230046948356808
kuhar,fft-ae,25,90,0.8279342723004695
kuhar,fft-ae,25,73,0.8384976525821596
kuhar,fft-ae,25,84,0.8070422535211268
kuhar,fft-ae,25,86,0.8136150234741784
kuhar,fft-ae,25,88,0.8321596244131456
kuhar,fft-ae,25,80,0.799530516431925
kuhar,fft-ae,25,5,0.6018779342723005
kuhar,fft-ae,25,77,0.8051643192488263
kuhar,fft-ae,25,83,0.8326291079812206
kuhar,fft-ae,25,89,0.8213615023474178
kuhar,fft-ae,25,71,0.8300469483568076
kuhar,fft-ae,25,79,0.8415492957746478
kuhar,fft-ae,25,86,0.8124413145539906
kuhar,fft-ae,25,75,0.8035211267605634
kuhar,fft-ae,25,82,0.8
kuhar,fft-ae,25,73,0.7917840375586854
kuhar,fft-ae,25,88,0.8063380281690142
kuhar,fft-ae,25,76,0.7589201877934272
kuhar,fft-ae,25,79,0.7887323943661971
kuhar,fft-ae,25,85,0.8171361502347418
kuhar,fft-ae,25,81,0.8098591549295774
kuhar,fft-ae,25,84,0.8035211267605634
kuhar,fft-ae,25,90,0.74037558685446
kuhar,fft-ae,25,77,0.8328638497652582
kuhar,fft-ae,25,26,0.7633802816901409
kuhar,fft-ae,25,71,0.7816901408450705
kuhar,fft-ae,25,88,0.8030516431924882
kuhar,fft-ae,25,74,0.8194835680751174
kuhar,fft-ae,25,83,0.7715962441314554
kuhar,fft-ae,25,80,0.7948356807511736
kuhar,fft-ae,25,86,0.7431924882629108
kuhar,fft-ae,25,90,0.8173708920187794
kuhar,fft-ae,25,78,0.7683098591549296
kuhar,fft-ae,25,81,0.8009389671361502
kuhar,fft-ae,25,69,0.814319248826291
kuhar,fft-ae,25,84,0.7880281690140845
kuhar,fft-ae,25,87,0.7988262910798122
kuhar,fft-ae,25,90,0.8218309859154929
kuhar,fft-ae,25,76,0.8056338028169014
kuhar,fft-ae,25,72,0.797887323943662
kuhar,fft-ae,25,82,0.8164319248826292
kuhar,fft-ae,25,79,0.786150234741784
kuhar,fft-ae,25,86,0.8061032863849764
kuhar,fft-ae,25,88,0.8150234741784038
kuhar,fft-ae,25,84,0.8323943661971832
kuhar,fft-ae,25,75,0.8046948356807512
kuhar,fft-ae,25,68,0.8002347417840376
kuhar,fft-ae,25,81,0.7727699530516432
kuhar,fft-ae,25,73,0.7997652582159624
kuhar,fft-ae,25,77,0.82018779342723
kuhar,fft-ae,25,21,0.6291079812206573
kuhar,fft-ae,25,85,0.8049295774647888
kuhar,fft-ae,25,90,0.7892018779342722
kuhar,fft-ae,25,79,0.7870892018779342
kuhar,fft-ae,25,88,0.6133802816901409
kuhar,fft-ae,25,83,0.7711267605633803
kuhar,fft-ae,25,74,0.8091549295774648
kuhar,fft-ae,25,86,0.8333333333333334
kuhar,fft-ae,25,81,0.8164319248826291
kuhar,fft-ae,25,78,0.7849765258215962
kuhar,fft-ae,25,71,0.7640845070422535
kuhar,fft-ae,25,89,0.8096244131455398
kuhar,fft-ae,25,76,0.814319248826291
kuhar,fft-ae,25,82,0.815962441314554
kuhar,fft-ae,25,84,0.7469483568075117
kuhar,fft-ae,25,67,0.7997652582159624
kuhar,fft-ae,25,70,0.819718309859155
kuhar,fft-ae,25,90,0.8525821596244132
kuhar,fft-ae,25,50,0.7434272300469484
kuhar,fft-ae,25,89,0.8232394366197184
kuhar,fft-ae,25,88,0.6502347417840375
kuhar,fft-ae,25,90,0.5492957746478874
kuhar,fft-ae,25,86,0.8201877934272301
kuhar,fft-ae,25,88,0.8192488262910798
kuhar,fft-ae,25,90,0.7746478873239436
kuhar,fft-ae,25,86,0.84037558685446
kuhar,fft-ae,25,87,0.8070422535211268
kuhar,fft-ae,25,90,0.7687793427230046
kuhar,fft-ae,25,41,0.7971830985915492
kuhar,fft-ae,25,84,0.823474178403756
kuhar,fft-ae,25,83,0.7610328638497653
kuhar,fft-ae,25,86,0.7830985915492958
kuhar,fft-ae,25,89,0.8091549295774648
kuhar,fft-ae,25,80,0.7495305164319249
kuhar,fft-ae,25,85,0.8330985915492958
kuhar,fft-ae,25,90,0.8312206572769952
kuhar,fft-ae,25,47,0.7124413145539906
kuhar,fft-ae,25,87,0.8347417840375588
kuhar,fft-ae,25,83,0.8370892018779342
kuhar,fft-ae,25,29,0.7037558685446009
kuhar,fft-ae,25,79,0.7957746478873239
kuhar,fft-ae,25,88,0.805868544600939
kuhar,fft-ae,25,82,0.6471830985915494
kuhar,fft-ae,25,85,0.7859154929577465
kuhar,fft-ae,25,14,0.7129107981220657
kuhar,fft-ae,25,37,0.8173708920187794
kuhar,fft-ae,25,77,0.7835680751173708
kuhar,fft-ae,25,90,0.6664319248826291
kuhar,fft-ae,25,80,0.768075117370892
kuhar,fft-ae,25,87,0.8328638497652582
kuhar,fft-ae,25,84,0.8157276995305164
kuhar,fft-ae,25,74,0.8230046948356808
kuhar,fft-ae,25,81,0.7776995305164319
kuhar,fft-ae,25,90,0.8424882629107981
kuhar,fft-ae,25,78,0.7246478873239438
kuhar,fft-ae,25,88,0.6206572769953052
kuhar,fft-ae,25,65,0.7931924882629108
kuhar,fft-ae,25,83,0.8035211267605634
kuhar,fft-ae,25,53,0.812206572769953
kuhar,fft-ae,25,72,0.7570422535211268
kuhar,fft-ae,25,76,0.8417840375586854
kuhar,fft-ae,25,85,0.8269953051643192
kuhar,fft-ae,25,82,0.7521126760563381
kuhar,fft-ae,25,79,0.796244131455399
kuhar,fft-ae,25,87,0.845774647887324
kuhar,fft-ae,25,81,0.7788732394366197
kuhar,fft-ae,25,90,0.818544600938967
kuhar,fft-ae,25,74,0.7981220657276996
kuhar,fft-ae,25,69,0.7544600938967136
kuhar,fft-ae,25,32,0.778169014084507
kuhar,fft-ae,25,85,0.6009389671361502
kuhar,fft-ae,25,78,0.8370892018779342
kuhar,fft-ae,25,88,0.7549295774647886
kuhar,fft-ae,25,63,0.8241784037558686
kuhar,fft-ae,25,76,0.82981220657277
kuhar,fft-ae,25,83,0.7863849765258216
kuhar,fft-ae,25,90,0.8314553990610328
kuhar,fft-ae,25,86,0.8136150234741784
kuhar,fft-ae,25,72,0.8448356807511738
kuhar,fft-ae,25,80,0.7025821596244132
kuhar,fft-ae,25,84,0.776056338028169
kuhar,fft-ae,25,56,0.7887323943661971
kuhar,fft-ae,25,89,0.8274647887323944
kuhar,fft-ae,25,76,0.8227699530516432
kuhar,fft-ae,25,86,0.77981220657277
kuhar,fft-ae,25,18,0.7490610328638498
kuhar,fft-ae,25,82,0.7875586854460094
kuhar,fft-ae,25,79,0.6187793427230047
kuhar,fft-ae,25,87,0.7753521126760564
kuhar,fft-ae,25,68,0.756338028169014
kuhar,fft-ae,25,75,0.8211267605633804
kuhar,fft-ae,25,58,0.7903755868544601
kuhar,fft-ae,25,71,0.7997652582159624
kuhar,fft-ae,25,90,0.8166666666666667
kuhar,fft-ae,25,81,0.8143192488262911
kuhar,fft-ae,25,78,0.8178403755868544
kuhar,fft-ae,25,23,0.7741784037558685
kuhar,fft-ae,25,83,0.8265258215962442
kuhar,fft-ae,25,44,0.794131455399061
kuhar,fft-ae,25,88,0.8107981220657277
kuhar,fft-ae,25,74,0.7849765258215962
kuhar,fft-ae,25,84,0.7577464788732394
kuhar,fft-ae,25,80,0.8122065727699532
kuhar,fft-ae,25,65,0.7852112676056338
kuhar,fft-ae,25,85,0.7338028169014086
kuhar,fft-ae,25,77,0.815962441314554
kuhar,fft-ae,25,51,0.6103286384976526
kuhar,fft-ae,25,89,0.8481220657276995
kuhar,fft-ae,25,70,0.7875586854460094
kuhar,fft-ae,25,86,0.8112676056338028
kuhar,fft-ae,25,73,0.6220657276995305
kuhar,fft-ae,25,90,0.801643192488263
kuhar,fft-ae,25,89,0.7809859154929578
kuhar,fft-ae,25,82,0.6314553990610329
kuhar,fft-ae,25,88,0.824413145539906
kuhar,fft-ae,25,84,0.8274647887323944
kuhar,fft-ae,25,89,0.8403755868544602
kuhar,fft-ae,25,49,0.7838028169014084
kuhar,fft-ae,25,79,0.8061032863849764
kuhar,fft-ae,25,61,0.7915492957746478
kuhar,fft-ae,25,67,0.7530516431924883
kuhar,fft-ae,25,86,0.6924882629107981
kuhar,fft-ae,25,81,0.7953051643192489
kuhar,fft-ae,25,54,0.7812206572769953
kuhar,fft-ae,25,90,0.7842723004694836
kuhar,fft-ae,25,77,0.8220657276995306
kuhar,fft-ae,25,83,0.8143192488262911
kuhar,fft-ae,25,88,0.8215962441314554
kuhar,fft-ae,25,85,0.7748826291079812
kuhar,fft-ae,25,75,0.7929577464788732
kuhar,fft-ae,25,80,0.8131455399061032
kuhar,fft-ae,25,87,0.8178403755868544
kuhar,fft-ae,25,72,0.6417840375586855
kuhar,fft-ae,25,42,0.7938967136150236
kuhar,fft-ae,25,69,0.8291079812206572
kuhar,fft-ae,25,78,0.7584507042253521
kuhar,fft-ae,25,35,0.7946009389671361
kuhar,fft-ae,25,82,0.8525821596244132
kuhar,fft-ae,25,90,0.7955399061032864
kuhar,fft-ae,25,84,0.85
kuhar,fft-ae,25,75,0.7746478873239436
kuhar,fft-ae,25,86,0.7929577464788733
kuhar,fft-ae,25,90,0.8434272300469484
kuhar,fft-ae,25,82,0.831924882629108
kuhar,fft-ae,25,81,0.8166666666666667
kuhar,fft-ae,25,83,0.8333333333333334
kuhar,fft-ae,25,79,0.8053990610328638
kuhar,fft-ae,25,85,0.813849765258216
kuhar,fft-ae,25,88,0.836619718309859
kuhar,fft-ae,25,87,0.7936619718309859
kuhar,fft-ae,25,84,0.8119718309859154
kuhar,fft-ae,25,90,0.8154929577464788
kuhar,fft-ae,25,85,0.8345070422535212
kuhar,fft-ae,25,88,0.80962441314554
kuhar,fft-ae,25,83,0.8359154929577464
kuhar,fft-ae,25,86,0.8291079812206572
kuhar,fft-ae,25,82,0.8366197183098592
kuhar,fft-ae,25,89,0.8091549295774648
kuhar,fft-ae,25,84,0.836150234741784
kuhar,fft-ae,25,87,0.8448356807511737
kuhar,fft-ae,25,80,0.806338028169014
kuhar,fft-ae,25,90,0.8093896713615024
kuhar,fft-ae,25,85,0.8112676056338028
kuhar,fft-ae,25,88,0.7931924882629107
kuhar,fft-ae,25,83,0.8384976525821596
kuhar,fft-ae,25,86,0.839906103286385
kuhar,fft-ae,25,81,0.82981220657277
kuhar,fft-ae,25,89,0.8227699530516432
kuhar,fft-ae,25,78,0.8
kuhar,fft-ae,25,84,0.8213615023474178
kuhar,fft-ae,25,82,0.8119718309859154
kuhar,fft-ae,25,87,0.8206572769953052
kuhar,fft-ae,25,80,0.8051643192488263
kuhar,fft-ae,25,90,0.8375586854460094
kuhar,fft-ae,25,77,0.8431924882629108
kuhar,fft-ae,25,85,0.815962441314554
kuhar,fft-ae,25,88,0.8215962441314554
kuhar,fft-ae,25,82,0.8213615023474178
kuhar,fft-ae,25,86,0.8110328638497653
kuhar,fft-ae,25,90,0.7859154929577465
kuhar,fft-ae,25,79,0.8124413145539906
kuhar,fft-ae,25,84,0.7934272300469483
kuhar,fft-ae,25,81,0.8248826291079812
kuhar,fft-ae,25,88,0.822300469483568
kuhar,fft-ae,25,77,0.8232394366197184
kuhar,fft-ae,25,83,0.8124413145539908
kuhar,fft-ae,25,87,0.8220657276995306
kuhar,fft-ae,25,80,0.8131455399061032
kuhar,fft-ae,25,90,0.7988262910798122
kuhar,fft-ae,25,86,0.8173708920187794
kuhar,fft-ae,25,84,0.8244131455399062
kuhar,fft-ae,25,90,0.836619718309859
kuhar,fft-ae,25,75,0.7734741784037558
kuhar,fft-ae,25,82,0.4835680751173709
kuhar,fft-ae,25,88,0.834507042253521
kuhar,fft-ae,25,80,0.8204225352112676
kuhar,fft-ae,25,85,0.7859154929577464
kuhar,fft-ae,25,78,0.8105633802816902
kuhar,fft-ae,25,76,0.8131455399061032
kuhar,fft-ae,25,89,0.8140845070422534
kuhar,fft-ae,25,87,0.8321596244131456
kuhar,fft-ae,25,73,0.831924882629108
kuhar,fft-ae,25,83,0.7866197183098591
kuhar,fft-ae,25,86,0.7518779342723004
kuhar,fft-ae,25,79,0.797887323943662
kuhar,fft-ae,25,81,0.8152582159624412
kuhar,fft-ae,25,84,0.8467136150234742
kuhar,fft-ae,25,89,0.8
kuhar,fft-ae,25,77,0.7974178403755869
kuhar,fft-ae,25,82,0.8284037558685446
kuhar,fft-ae,25,90,0.8258215962441315
kuhar,fft-ae,25,85,0.7723004694835681
kuhar,fft-ae,25,74,0.8173708920187792
kuhar,fft-ae,25,87,0.8330985915492958
kuhar,fft-ae,25,40,0.8025821596244131
kuhar,fft-ae,25,78,0.7988262910798122
kuhar,fft-ae,25,81,0.7922535211267606
kuhar,fft-ae,25,88,0.6408450704225352
kuhar,fft-ae,25,83,0.8241784037558686
kuhar,fft-ae,25,90,0.7354460093896714
kuhar,fft-ae,25,76,0.8173708920187794
kuhar,fft-ae,25,85,0.8176056338028168
kuhar,fft-ae,25,80,0.7922535211267606
kuhar,fft-ae,25,88,0.8443661971830986
kuhar,fft-ae,25,46,0.7906103286384977
kuhar,fft-ae,25,85,0.8051643192488264
kuhar,fft-ae,25,79,0.8373239436619718
kuhar,fft-ae,25,90,0.5960093896713614
kuhar,fft-ae,25,73,0.821830985915493
kuhar,fft-ae,25,26,0.778169014084507
kuhar,fft-ae,25,83,0.8232394366197182
kuhar,fft-ae,25,87,0.8176056338028168
kuhar,fft-ae,25,76,0.7868544600938967
kuhar,fft-ae,25,11,0.6009389671361502
kuhar,fft-ae,25,81,0.8049295774647888
kuhar,fft-ae,25,86,0.8147887323943662
kuhar,fft-ae,25,82,0.792488262910798
kuhar,fft-ae,25,71,0.782394366197183
kuhar,fft-ae,25,90,0.8065727699530516
kuhar,fft-ae,25,84,0.814319248826291
kuhar,fft-ae,25,78,0.8072769953051644
kuhar,fft-ae,25,88,0.7906103286384977
kuhar,fft-ae,25,86,0.8279342723004695
kuhar,fft-ae,25,75,0.7960093896713615
kuhar,fft-ae,25,80,0.8016431924882628
kuhar,fft-ae,25,90,0.8007042253521126
kuhar,fft-ae,25,84,0.8408450704225352
kuhar,fft-ae,25,82,0.8204225352112676
kuhar,fft-ae,25,38,0.7373239436619718
kuhar,fft-ae,25,73,0.7725352112676056
kuhar,fft-ae,25,79,0.787793427230047
kuhar,fft-ae,25,88,0.8035211267605634
kuhar,fft-ae,25,77,0.7622065727699531
kuhar,fft-ae,25,86,0.8204225352112676
kuhar,fft-ae,25,89,0.8187793427230046
kuhar,fft-ae,25,84,0.7948356807511736
kuhar,fft-ae,25,81,0.6201877934272301
kuhar,fft-ae,25,75,0.8147887323943662
kuhar,fft-ae,25,87,0.8110328638497654
kuhar,fft-ae,25,83,0.8255868544600939
kuhar,fft-ae,25,19,0.7544600938967136
kuhar,fft-ae,25,90,0.7664319248826291
kuhar,fft-ae,25,71,0.818075117370892
kuhar,fft-ae,25,77,0.6237089201877934
kuhar,fft-ae,25,79,0.808450704225352
kuhar,fft-ae,25,86,0.8220657276995305
kuhar,fft-ae,25,74,0.6960093896713615
kuhar,fft-ae,25,90,0.82981220657277
kuhar,fft-ae,25,81,0.8199530516431925
kuhar,fft-ae,25,3,0.6572769953051644
kuhar,fft-ae,25,88,0.7607981220657276
kuhar,fft-ae,25,84,0.804225352112676
kuhar,fft-ae,25,31,0.788262910798122
kuhar,fft-ae,25,82,0.7687793427230046
kuhar,fft-ae,25,78,0.8406103286384976
kuhar,fft-ae,25,86,0.7164319248826291
kuhar,fft-ae,25,80,0.843661971830986
kuhar,fft-ae,25,69,0.8215962441314554
kuhar,fft-ae,25,85,0.7612676056338027
kuhar,fft-ae,25,83,0.801643192488263
kuhar,fft-ae,25,89,0.8169014084507042
kuhar,fft-ae,25,76,0.7389671361502348
kuhar,fft-ae,25,72,0.7992957746478873
kuhar,fft-ae,25,7,0.6215962441314554
kuhar,fft-ae,25,87,0.8147887323943662
kuhar,fft-ae,25,89,0.7983568075117371
kuhar,fft-ae,25,79,0.7772300469483568
kuhar,fft-ae,25,85,0.8272300469483568
kuhar,fft-ae,25,82,0.8077464788732394
kuhar,fft-ae,25,74,0.8115023474178404
kuhar,fft-ae,25,88,0.6889671361502347
kuhar,fft-ae,25,77,0.8392018779342723
kuhar,fft-ae,25,66,0.8227699530516432
kuhar,fft-ae,25,84,0.7692488262910798
kuhar,fft-ae,25,80,0.8392018779342723
kuhar,fft-ae,25,87,0.8133802816901408
kuhar,fft-ae,25,70,0.7577464788732394
kuhar,fft-ae,25,90,0.837793427230047
kuhar,fft-ae,25,81,0.806338028169014
kuhar,fft-ae,25,83,0.7917840375586855
kuhar,fft-ae,25,90,0.5868544600938967
kuhar,fft-ae,25,85,0.637793427230047
kuhar,fft-ae,25,78,0.7718309859154929
kuhar,fft-ae,25,75,0.8091549295774648
kuhar,fft-ae,25,88,0.848356807511737
kuhar,fft-ae,25,59,0.8046948356807512
kuhar,fft-ae,25,86,0.7741784037558685
kuhar,fft-ae,25,83,0.7330985915492958
kuhar,fft-ae,25,90,0.8194835680751172
kuhar,fft-ae,25,73,0.8316901408450704
kuhar,fft-ae,25,68,0.792018779342723
kuhar,fft-ae,25,16,0.7312206572769954
kuhar,fft-ae,25,80,0.8359154929577464
kuhar,fft-ae,25,77,0.5727699530516432
kuhar,fft-ae,25,87,0.607981220657277
kuhar,fft-ae,25,85,0.8338028169014085
kuhar,fft-ae,25,64,0.8178403755868544
kuhar,fft-ae,25,33,0.7565727699530516
kuhar,fft-ae,25,82,0.8161971830985916
kuhar,fft-ae,25,79,0.8349765258215962
kuhar,fft-ae,25,88,0.812206572769953
kuhar,fft-ae,25,75,0.8049295774647888
kuhar,fft-ae,25,56,0.7295774647887323
kuhar,fft-ae,25,72,0.8171361502347418
kuhar,fft-ae,25,81,0.8314553990610328
kuhar,fft-ae,25,51,0.7854460093896714
kuhar,fft-ae,25,84,0.807511737089202
kuhar,fft-ae,25,78,0.8274647887323944
kuhar,fft-ae,25,88,0.7854460093896714
kuhar,fft-ae,25,76,0.810093896713615
kuhar,fft-ae,25,90,0.8230046948356808
kuhar,fft-ae,25,62,0.7981220657276995
kuhar,fft-ae,25,86,0.7612676056338028
kuhar,fft-ae,25,83,0.7884976525821596
kuhar,fft-ae,25,70,0.8164319248826291
kuhar,fft-ae,25,81,0.7706572769953051
kuhar,fft-ae,25,85,0.8077464788732394
kuhar,fft-ae,25,79,0.8018779342723006
kuhar,fft-ae,25,87,0.812206572769953
kuhar,fft-ae,25,74,0.8307511737089202
kuhar,fft-ae,25,89,0.7847417840375586
kuhar,fft-ae,25,82,0.6744131455399061
kuhar,fft-ae,25,84,0.8314553990610328
kuhar,fft-ae,25,80,0.8295774647887324
kuhar,fft-ae,25,77,0.8375586854460094
kuhar,fft-ae,25,90,0.807981220657277
kuhar,fft-ae,25,86,0.7629107981220656
kuhar,fft-ae,25,44,0.7657276995305164
kuhar,fft-ae,25,72,0.861737089201878
kuhar,fft-ae,25,82,0.782394366197183
kuhar,fft-ae,25,87,0.8636150234741784
kuhar,fft-ae,25,66,0.673943661971831
kuhar,fft-ae,25,90,0.822300469483568
kuhar,fft-ae,25,84,0.8338028169014085
kuhar,fft-ae,25,65,0.7854460093896714
kuhar,fft-ae,25,61,0.8244131455399062
kuhar,fft-ae,25,67,0.8314553990610328
kuhar,fft-ae,25,63,0.7854460093896714
kuhar,fft-ae,25,68,0.6291079812206573
kuhar,fft-ae,25,69,0.7960093896713615
kuhar,fft-ae,25,54,0.805868544600939
kuhar,fft-ae,25,71,0.7774647887323944
kuhar,fft-ae,25,60,0.802112676056338
kuhar,fft-ae,25,67,0.8274647887323944
kuhar,fft-ae,25,71,0.821830985915493
kuhar,fft-ae,25,65,0.8335680751173709
kuhar,fft-ae,25,64,0.7464788732394366
kuhar,fft-ae,25,69,0.8352112676056338
kuhar,fft-ae,25,72,0.8199530516431925
kuhar,fft-ae,25,73,0.8347417840375588
kuhar,fft-ae,25,71,0.7971830985915493
kuhar,fft-ae,25,58,0.8220657276995306
kuhar,fft-ae,25,63,0.8058685446009388
kuhar,fft-ae,25,74,0.754225352112676
kuhar,fft-ae,25,48,0.788262910798122
kuhar,fft-ae,25,69,0.7962441314553991
kuhar,fft-ae,25,67,0.8333333333333333
kuhar,fft-ae,25,72,0.813849765258216
kuhar,fft-ae,25,61,0.819718309859155
kuhar,fft-ae,25,75,0.7971830985915493
kuhar,fft-ae,25,70,0.8201877934272301
kuhar,fft-ae,25,57,0.7915492957746479
kuhar,fft-ae,25,74,0.8230046948356808
kuhar,fft-ae,25,76,0.7859154929577465
kuhar,fft-ae,25,79,0.8122065727699532
kuhar,fft-ae,25,77,0.837793427230047
kuhar,fft-ae,25,76,0.8086854460093896
kuhar,fft-ae,25,79,0.8136150234741784
kuhar,fft-ae,25,81,0.8434272300469482
kuhar,fft-ae,25,78,0.8220657276995306
kuhar,fft-ae,25,73,0.8032863849765258
kuhar,fft-ae,25,82,0.8009389671361502
kuhar,fft-ae,25,84,0.8237089201877934
kuhar,fft-ae,25,80,0.8241784037558686
kuhar,fft-ae,25,77,0.8284037558685446
kuhar,fft-ae,25,86,0.8185446009389672
kuhar,fft-ae,25,75,0.8204225352112676
kuhar,fft-ae,25,83,0.8281690140845072
kuhar,fft-ae,25,87,0.812206572769953
kuhar,fft-ae,25,79,0.8288732394366196
kuhar,fft-ae,25,81,0.8204225352112676
kuhar,fft-ae,25,88,0.811267605633803
kuhar,fft-ae,25,85,0.82018779342723
kuhar,fft-ae,25,77,0.7967136150234742
kuhar,fft-ae,25,66,0.8321596244131456
kuhar,fft-ae,25,73,0.8199530516431924
kuhar,fft-ae,25,83,0.8211267605633802
kuhar,fft-ae,25,87,0.8157276995305164
kuhar,fft-ae,25,80,0.8504694835680751
kuhar,fft-ae,25,75,0.8197183098591548
kuhar,fft-ae,25,71,0.8002347417840376
kuhar,fft-ae,25,78,0.8406103286384976
kuhar,fft-ae,25,85,0.8049295774647888
kuhar,fft-ae,25,68,0.824413145539906
kuhar,fft-ae,25,83,0.8354460093896714
kuhar,fft-ae,25,88,0.8399061032863848
kuhar,fft-ae,25,72,0.813849765258216
kuhar,fft-ae,25,74,0.8091549295774648
kuhar,fft-ae,25,76,0.836150234741784
kuhar,fft-ae,25,69,0.8171361502347418
kuhar,fft-ae,25,73,0.8004694835680752
kuhar,fft-ae,25,70,0.82018779342723
kuhar,fft-ae,25,76,0.804225352112676
kuhar,fft-ae,25,78,0.7976525821596244
kuhar,fft-ae,25,80,0.8328638497652582
kuhar,fft-ae,25,75,0.8255868544600939
kuhar,fft-ae,25,72,0.8105633802816902
kuhar,fft-ae,25,80,0.8103286384976526
kuhar,fft-ae,25,78,0.8237089201877934
kuhar,fft-ae,25,74,0.8363849765258216
kuhar,fft-ae,25,70,0.8089201877934272
kuhar,fft-ae,25,76,0.8215962441314554
kuhar,fft-ae,25,81,0.8093896713615022
kuhar,fft-ae,25,78,0.8349765258215962
kuhar,fft-ae,25,68,0.8049295774647888
kuhar,fft-ae,25,73,0.812206572769953
kuhar,fft-ae,25,79,0.8500000000000002
kuhar,fft-ae,25,81,0.8218309859154929
kuhar,fft-ae,25,77,0.8448356807511738
kuhar,fft-ae,25,75,0.8199530516431925
kuhar,fft-ae,25,82,0.8298122065727698
kuhar,fft-ae,25,65,0.818075117370892
kuhar,fft-ae,25,80,0.8279342723004696
kuhar,fft-ae,25,71,0.7946009389671362
kuhar,fft-ae,25,77,0.823474178403756
kuhar,fft-ae,25,67,0.7884976525821596
kuhar,fft-ae,25,71,0.8467136150234742
kuhar,fft-ae,25,72,0.8213615023474178
kuhar,fft-ae,25,69,0.765962441314554
kuhar,fft-ae,25,63,0.8044600938967136
kuhar,fft-ae,25,74,0.8072769953051642
kuhar,fft-ae,25,73,0.6643192488262911
kuhar,fft-tae,25,59,0.6007042253521127
kuhar,fft-tae,25,5,0.607981220657277
kuhar,fft-tae,25,56,0.6307511737089202
kuhar,fft-tae,25,82,0.6408450704225352
kuhar,fft-tae,25,28,0.5859154929577464
kuhar,fft-tae,25,58,0.6671361502347419
kuhar,fft-tae,25,58,0.6833333333333333
kuhar,fft-tae,25,16,0.5880281690140845
kuhar,fft-tae,25,86,0.5791079812206573
kuhar,fft-tae,25,88,0.6744131455399061
kuhar,fft-tae,25,41,0.639906103286385
kuhar,fft-tae,25,16,0.657981220657277
kuhar,fft-tae,25,76,0.6814553990610328
kuhar,fft-tae,25,17,0.6582159624413146
kuhar,fft-tae,25,10,0.6467136150234742
kuhar,fft-tae,25,62,0.6556338028169014
kuhar,fft-tae,25,27,0.69037558685446
kuhar,fft-tae,25,44,0.5868544600938967
kuhar,fft-tae,25,50,0.6723004694835681
kuhar,fft-tae,25,35,0.6347417840375587
kuhar,fft-tae,25,72,0.6859154929577465
kuhar,fft-tae,25,72,0.6598591549295775
kuhar,fft-tae,25,90,0.5626760563380282
kuhar,fft-tae,25,74,0.6509389671361503
kuhar,fft-tae,25,65,0.6535211267605634
kuhar,fft-tae,25,29,0.6213615023474178
kuhar,fft-tae,25,27,0.6765258215962441
kuhar,fft-tae,25,51,0.698356807511737
kuhar,fft-tae,25,37,0.6131455399061033
kuhar,fft-tae,25,49,0.6577464788732394
kuhar,fft-tae,25,24,0.5507042253521127
kuhar,fft-tae,25,34,0.7227699530516432
kuhar,fft-tae,25,66,0.5666666666666667
kuhar,fft-tae,25,6,0.6678403755868545
kuhar,fft-tae,25,22,0.6065727699530516
kuhar,fft-tae,25,52,0.6293427230046948
kuhar,fft-tae,25,42,0.7007042253521126
kuhar,fft-tae,25,54,0.5868544600938967
kuhar,fft-tae,25,47,0.6553990610328638
kuhar,fft-tae,25,41,0.5657276995305165
kuhar,fft-tae,25,80,0.6056338028169014
kuhar,fft-tae,25,2,0.6971830985915493
kuhar,fft-tae,25,35,0.6826291079812206
kuhar,fft-tae,25,32,0.6720657276995305
kuhar,fft-tae,25,10,0.5579812206572771
kuhar,fft-tae,25,20,0.644131455399061
kuhar,fft-tae,25,43,0.673943661971831
kuhar,fft-tae,25,57,0.637793427230047
kuhar,fft-tae,25,39,0.6159624413145539
kuhar,fft-tae,25,33,0.6873239436619717
kuhar,fft-tae,25,12,0.6244131455399061
kuhar,fft-tae,25,61,0.676056338028169
kuhar,fft-tae,25,46,0.636150234741784
kuhar,fft-tae,25,68,0.7438967136150235
kuhar,fft-tae,25,17,0.6269953051643192
kuhar,fft-tae,25,55,0.6349765258215962
kuhar,fft-tae,25,25,0.568075117370892
kuhar,fft-tae,25,60,0.7237089201877935
kuhar,fft-tae,25,29,0.5985915492957747
kuhar,fft-tae,25,13,0.704225352112676
kuhar,fft-tae,25,69,0.6664319248826291
kuhar,fft-tae,25,85,0.7727699530516432
kuhar,fft-tae,25,79,0.6816901408450704
kuhar,fft-tae,25,64,0.6664319248826291
kuhar,fft-tae,25,69,0.6969483568075118
kuhar,fft-tae,25,59,0.6985915492957747
kuhar,fft-tae,25,68,0.6866197183098592
kuhar,fft-tae,25,84,0.6603286384976526
kuhar,fft-tae,25,76,0.726056338028169
kuhar,fft-tae,25,63,0.6833333333333333
kuhar,fft-tae,25,48,0.6629107981220657
kuhar,fft-tae,25,53,0.6814553990610329
kuhar,fft-tae,25,61,0.6518779342723005
kuhar,fft-tae,25,74,0.6990610328638498
kuhar,fft-tae,25,39,0.6568075117370891
kuhar,fft-tae,25,90,0.5915492957746479
kuhar,fft-tae,25,79,0.6307511737089202
kuhar,fft-tae,25,75,0.647887323943662
kuhar,fft-tae,25,77,0.647887323943662
kuhar,fft-tae,25,88,0.636150234741784
