,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),num_params,num_trainable_params,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/pca_ncomp,logdir
0,0.5727966101694916,0.5727966101694916,0.004491525423728816,0.5764622820210951,0.004378269672091322,0.5764622820210951,0.0043782696720913354,0.5669491525423729,0.0,0.5704573504606862,0.0,0.5704573504606862,0.0,0.5703389830508474,0.0,0.5453198802394982,0.0,0.5453198802394982,0.0,-1,-1,1705270898,False,1,6c7119b0,2024-01-14_22-21-38,40.55799865722656,40.55799865722656,653649,d49c071550b4,172.17.0.2,40.55799865722656,1,,2,6c7119b0
1,0.755677966101695,0.755677966101695,0.005085451928365269,0.7566095460769781,0.005081906236105991,0.7566095460769782,0.005081906236105964,0.7050847457627119,0.0,0.7079024362749544,0.0,0.7079024362749544,0.0,0.6703389830508475,0.0,0.6058377764306466,0.0,0.6058377764306465,0.0,-1,-1,1705270976,False,1,c6d62204,2024-01-14_22-22-56,77.45896410942078,77.45896410942078,653649,d49c071550b4,172.17.0.2,77.45896410942078,1,,11,c6d62204
2,0.76,0.76,0.005707612962875516,0.7606068166019277,0.005516032243134659,0.7606068166019277,0.005516032243134666,0.6949152542372882,0.0,0.6977181108548995,0.0,0.6977181108548995,0.0,0.6728813559322034,0.0,0.6080065831529526,0.0,0.6080065831529526,0.0,-1,-1,1705271033,False,1,95a88f83,2024-01-14_22-23-53,67.1409044265747,67.1409044265747,653888,d49c071550b4,172.17.0.2,67.1409044265747,1,,11,95a88f83
3,0.7453389830508474,0.7453389830508474,0.005017206818852796,0.7462773054481243,0.004866558737190186,0.7462773054481243,0.004866558737190144,0.688135593220339,0.0,0.6905700752456373,0.0,0.6905700752456373,0.0,0.661864406779661,0.0,0.5990181521953291,0.0,0.5990181521953291,0.0,-1,-1,1705271053,True,1,616ae4a9,2024-01-14_22-24-13,76.75045275688171,76.75045275688171,653649,d49c071550b4,172.17.0.2,76.75045275688171,1,,9,616ae4a9
4,0.7469491525423729,0.7469491525423729,0.005143725730675782,0.7479334670312363,0.005157554343023195,0.7479334670312363,0.005157554343023226,0.6949152542372882,0.0,0.6975654325617263,0.0,0.6975654325617264,0.0,0.661864406779661,0.0,0.5990181521953291,0.0,0.5990181521953291,0.0,-1,-1,1705271295,True,1,91169406,2024-01-14_22-28-15,66.68315505981445,66.68315505981445,653888,d49c071550b4,172.17.0.2,66.68315505981445,1,,9,91169406
5,0.7593220338983051,0.7593220338983051,0.008154990999131794,0.7592965334015312,0.007748643521997649,0.7592965334015312,0.007748643521997671,0.7220338983050848,0.0,0.7191024911565088,0.0,0.7191024911565088,0.0,0.6805084745762712,0.0,0.6150070049432017,0.0,0.6150070049432017,0.0,-1,-1,1705271325,False,1,f13baace,2024-01-14_22-28-45,96.215261220932,96.215261220932,653649,d49c071550b4,172.17.0.2,96.215261220932,1,,16,f13baace
6,0.7258474576271187,0.7258474576271187,0.00684554848364555,0.7275539893165169,0.006778277285644818,0.7275539893165169,0.006778277285644809,0.6779661016949152,0.0,0.6817804663813698,0.0,0.6817804663813699,0.0,0.6406779661016949,0.0,0.5888470475582608,0.0,0.5888470475582608,0.0,-1,-1,1705271345,True,1,be61974c,2024-01-14_22-29-05,49.42059111595154,49.42059111595154,653888,d49c071550b4,172.17.0.2,49.42059111595154,1,,7,be61974c
7,0.6865254237288136,0.6865254237288136,0.004475507093732496,0.6878376814852609,0.004455130554364825,0.6878376814852609,0.004455130554364833,0.6449152542372881,0.0,0.6501339140542514,0.0,0.6501339140542512,0.0,0.6161016949152542,0.0,0.5695001160595465,0.0,0.5695001160595464,0.0,-1,-1,1705271401,True,1,226f5dcb,2024-01-14_22-30-01,58.56437849998474,58.56437849998474,653649,d49c071550b4,172.17.0.2,58.56437849998474,1,,5,226f5dcb
8,0.7442372881355932,0.7442372881355932,0.006440677966101667,0.7451940168342712,0.006333566481676274,0.7451940168342712,0.006333566481676264,0.6932203389830508,0.0,0.6957397984933372,0.0,0.6957397984933373,0.0,0.661864406779661,0.0,0.5990181521953291,0.0,0.5990181521953291,0.0,-1,-1,1705271417,True,1,316608cb,2024-01-14_22-30-17,70.25851464271545,70.25851464271545,653888,d49c071550b4,172.17.0.2,70.25851464271545,1,,9,316608cb
9,0.7574576271186441,0.7574576271186441,0.004334478594082861,0.7574227705916089,0.004249855874224494,0.7574227705916089,0.00424985587422447,0.7279661016949153,0.0,0.7253748009635714,0.0,0.7253748009635713,0.0,0.6847457627118644,0.0,0.6191594724878995,0.0,0.6191594724878995,0.0,-1,-1,1705271505,True,1,ba02e031,2024-01-14_22-31-45,95.6764588356018,95.6764588356018,653649,d49c071550b4,172.17.0.2,95.6764588356018,1,,16,ba02e031
10,0.7720338983050847,0.7720338983050847,0.004595064987025735,0.7722240897399238,0.004467414881332678,0.7722240897399238,0.004467414881332706,0.7237288135593221,0.0,0.7232041571460955,0.0,0.7232041571460956,0.0,0.6966101694915254,0.0,0.630787983458587,0.0,0.630787983458587,0.0,-1,-1,1705271484,False,1,8595db03,2024-01-14_22-31-24,67.21888136863708,67.21888136863708,653888,d49c071550b4,172.17.0.2,67.21888136863708,1,,15,8595db03
11,0.7732203389830508,0.7732203389830508,0.007082231327381764,0.7734496087569644,0.007133284746626923,0.7734496087569646,0.0071332847466269115,0.726271186440678,0.0,0.7258814086599064,0.0,0.7258814086599064,0.0,0.6991525423728814,0.0,0.633296279920881,0.0,0.6332962799208809,0.0,-1,-1,1705271568,False,1,41f95034,2024-01-14_22-32-48,67.66687893867493,67.66687893867493,653888,d49c071550b4,172.17.0.2,67.66687893867493,1,,15,41f95034
12,0.7547457627118643,0.7547457627118643,0.006101694915254237,0.7548586876249987,0.006234040051947534,0.7548586876249987,0.0062340400519475215,0.7211864406779661,0.0,0.7188238047385547,0.0,0.7188238047385547,0.0,0.6822033898305084,0.0,0.6166020533381933,0.0,0.6166020533381933,0.0,-1,-1,1705271605,True,1,a751941c,2024-01-14_22-33-25,97.56315493583679,97.56315493583679,653649,d49c071550b4,172.17.0.2,97.56315493583679,1,,16,a751941c
13,0.7354237288135593,0.7354237288135593,0.0034900441155888257,0.7370104643855397,0.0034395091517825487,0.7370104643855397,0.003439509151782548,0.6813559322033899,0.0,0.6850530755657036,0.0,0.6850530755657036,0.0,0.6389830508474577,0.0,0.5778587651326428,0.0,0.5778587651326427,0.0,-1,-1,1705271626,True,1,1c7ce156,2024-01-14_22-33-46,51.13636064529419,51.13636064529419,653888,d49c071550b4,172.17.0.2,51.13636064529419,1,,8,1c7ce156
14,0.7445762711864408,0.7445762711864408,0.007132754377118924,0.7454397453691731,0.007083831573995634,0.7454397453691731,0.007083831573995613,0.6915254237288135,0.0,0.6942377965073142,0.0,0.6942377965073142,0.0,0.661864406779661,0.0,0.5990181521953291,0.0,0.5990181521953291,0.0,-1,-1,1705271684,True,1,a06eb85d,2024-01-14_22-34-44,77.49952578544617,77.49952578544617,653649,d49c071550b4,172.17.0.2,77.49952578544617,1,,9,a06eb85d
15,0.6322033898305085,0.6208474576271186,0.0063100035488089104,0.6224855413633734,0.006470106276422501,0.6224855413633734,0.006470106276422506,0.6322033898305085,0.0,0.6347099759832984,0.0,0.6347099759832984,0.0,0.588135593220339,0.0,0.5487183950509616,0.0,0.5487183950509615,0.0,-1,-1,1705271660,True,1,c25789ac,2024-01-14_22-34-20,33.1123743057251,33.1123743057251,653888,d49c071550b4,172.17.0.2,33.1123743057251,1,,3,c25789ac
16,0.6322033898305085,0.6221186440677966,0.0064701599988563905,0.6238342221090174,0.006363756557805944,0.6238342221090174,0.006363756557805948,0.6322033898305085,0.0,0.6347099759832984,0.0,0.6347099759832984,0.0,0.588135593220339,0.0,0.5487183950509616,0.0,0.5487183950509615,0.0,-1,-1,1705271695,True,1,0414352a,2024-01-14_22-34-55,33.90313267707825,33.90313267707825,653888,d49c071550b4,172.17.0.2,33.90313267707825,1,,3,0414352a
17,0.7614406779661017,0.7614406779661017,0.006959995674382075,0.7617707624928408,0.006844525814418585,0.7617707624928407,0.006844525814418619,0.6949152542372882,0.0,0.698622781477608,0.0,0.698622781477608,0.0,0.6788135593220339,0.0,0.6141166132266991,0.0,0.614116613226699,0.0,-1,-1,1705271764,False,1,5c0a2bbe,2024-01-14_22-36-04,77.89696407318115,77.89696407318115,653649,d49c071550b4,172.17.0.2,77.89696407318115,1,,10,5c0a2bbe
18,0.7541525423728814,0.7541525423728814,0.006335560573412089,0.7551273221651746,0.006212189121416562,0.7551273221651746,0.0062121891214165425,0.690677966101695,0.0,0.6934328325341415,0.0,0.6934328325341416,0.0,0.661864406779661,0.0,0.599322635588623,0.0,0.599322635588623,0.0,-1,-1,1705271764,True,1,85919137,2024-01-14_22-36-04,69.68492031097412,69.68492031097412,653888,d49c071550b4,172.17.0.2,69.68492031097412,1,,9,85919137
19,0.6861016949152542,0.6861016949152542,0.006813474997370087,0.687528037680557,0.006576342304762994,0.687528037680557,0.006576342304763001,0.6466101694915254,0.0,0.6516791512211962,0.0,0.6516791512211962,0.0,0.6161016949152542,0.0,0.5695001160595465,0.0,0.5695001160595464,0.0,-1,-1,1705271821,True,1,672031ce,2024-01-14_22-37-01,57.03059363365173,57.03059363365173,653649,d49c071550b4,172.17.0.2,57.03059363365173,1,,5,672031ce
20,0.7658474576271187,0.7658474576271187,0.004065147442444574,0.7666290925988933,0.004027328252637298,0.7666290925988934,0.00402732825263734,0.7161016949152542,0.0,0.7170343987041622,0.0,0.7170343987041622,0.0,0.6855932203389831,0.0,0.6200377285079117,0.0,0.6200377285079117,0.0,-1,-1,1705271833,False,1,ce811c18,2024-01-14_22-37-13,68.87027335166931,68.87027335166931,653888,d49c071550b4,172.17.0.2,68.87027335166931,1,,14,ce811c18
21,0.7702542372881356,0.7702542372881356,0.005740860865911842,0.7694755703665643,0.005809651112152099,0.7694755703665642,0.005809651112152105,0.7220338983050848,0.0,0.7200271708563779,0.0,0.7200271708563779,0.0,0.6847457627118644,0.0,0.6196160919948795,0.0,0.6196160919948794,0.0,-1,-1,1705271894,False,1,612d20e3,2024-01-14_22-38-14,85.45406794548035,85.45406794548035,654655,d49c071550b4,172.17.0.2,85.45406794548035,1,,18,612d20e3
22,0.768135593220339,0.768135593220339,0.007202891308771465,0.7687401582016106,0.007118208327643068,0.7687401582016106,0.007118208327643073,0.6991525423728814,0.0,0.7002767139594919,0.0,0.7002767139594919,0.0,0.6822033898305084,0.0,0.6167743114731981,0.0,0.6167743114731982,0.0,-1,-1,1705271889,False,1,724bc4fc,2024-01-14_22-38-09,67.56129717826843,67.56129717826843,653649,d49c071550b4,172.17.0.2,67.56129717826843,1,,13,724bc4fc
23,0.7691525423728813,0.7691525423728813,0.007321563073374635,0.768365630052392,0.0073606815305641915,0.768365630052392,0.007360681530564165,0.7220338983050848,0.0,0.7204609342907201,0.0,0.7204609342907202,0.0,0.6855932203389831,0.0,0.6200922962508292,0.0,0.6200922962508293,0.0,-1,-1,1705271918,False,1,dd4c7220,2024-01-14_22-38-38,85.06151580810547,85.06151580810547,653888,d49c071550b4,172.17.0.2,85.06151580810547,1,,18,dd4c7220
24,0.7639830508474577,0.7639830508474577,0.004456209093266069,0.7647921646581222,0.004336935206215067,0.764792164658122,0.004336935206215052,0.711864406779661,0.0,0.7127218986360943,0.0,0.7127218986360941,0.0,0.6830508474576271,0.0,0.6174395262671695,0.0,0.6174395262671694,0.0,-1,-1,1705271964,False,1,d3d4d888,2024-01-14_22-39-24,68.95035600662231,68.95035600662231,653649,d49c071550b4,172.17.0.2,68.95035600662231,1,,14,d3d4d888
25,0.7686440677966101,0.7686440677966101,0.004028767567459222,0.7692277554222346,0.003977993328320035,0.7692277554222346,0.003977993328319994,0.7016949152542373,0.0,0.7025846179908363,0.0,0.7025846179908363,0.0,0.6813559322033899,0.0,0.6159839015110163,0.0,0.6159839015110165,0.0,-1,-1,1705271966,False,1,05596eba,2024-01-14_22-39-26,71.26672673225403,71.26672673225403,654655,d49c071550b4,172.17.0.2,71.26672673225403,1,,13,05596eba
26,0.7633050847457626,0.7633050847457626,0.005071309932331266,0.7628388643563159,0.005133079121807179,0.7628388643563159,0.005133079121807176,0.7288135593220338,0.0,0.7274019175501218,0.0,0.7274019175501218,0.0,0.6915254237288135,0.0,0.6260233289391784,0.0,0.6260233289391784,0.0,-1,-1,1705272006,True,1,80de54a4,2024-01-14_22-40-06,87.11592674255371,87.11592674255371,653888,d49c071550b4,172.17.0.2,87.11592674255371,1,,17,80de54a4
27,0.765,0.765,0.006705633985490975,0.7657209931463653,0.006589130206748929,0.7657209931463653,0.006589130206748899,0.7110169491525423,0.0,0.7121633058862377,0.0,0.7121633058862377,0.0,0.6822033898305084,0.0,0.6166582385477428,0.0,0.6166582385477428,0.0,-1,-1,1705272039,False,1,0eaf87de,2024-01-14_22-40-39,75.00366592407227,75.00366592407227,653649,d49c071550b4,172.17.0.2,75.00366592407227,1,,14,0eaf87de
28,0.7614406779661017,0.7614406779661017,0.00565007061043502,0.7619058859252649,0.005504665351025467,0.7619058859252649,0.0055046653510254385,0.6966101694915254,0.0,0.6984979421556122,0.0,0.6984979421556123,0.0,0.6754237288135593,0.0,0.6100913658568139,0.0,0.6100913658568139,0.0,-1,-1,1705272034,True,1,4c27ceb6,2024-01-14_22-40-34,68.40112829208374,68.40112829208374,654655,d49c071550b4,172.17.0.2,68.40112829208374,1,,12,4c27ceb6
29,0.7727966101694915,0.7727966101694915,0.006784426291398464,0.7729824251939534,0.0067729067894213854,0.7729824251939534,0.006772906789421396,0.7211864406779661,0.0,0.7209970772981624,0.0,0.7209970772981623,0.0,0.6991525423728814,0.0,0.633296279920881,0.0,0.6332962799208809,0.0,-1,-1,1705272085,False,1,10672127,2024-01-14_22-41-25,68.45008540153503,68.45008540153503,653888,d49c071550b4,172.17.0.2,68.45008540153503,1,,15,10672127
30,0.7605084745762711,0.7605084745762711,0.006610169491525411,0.7602217145510074,0.006571527519941807,0.7602217145510074,0.006571527519941839,0.7389830508474576,0.0,0.7376367490766096,0.0,0.7376367490766096,0.0,0.6923728813559322,0.0,0.6265136006061299,0.0,0.6265136006061299,0.0,-1,-1,1705272121,True,1,fcb6ba56,2024-01-14_22-42-01,85.55799746513367,85.55799746513367,654655,d49c071550b4,172.17.0.2,85.55799746513367,1,,17,fcb6ba56
31,0.7648305084745762,0.7648305084745762,0.0025210974204480595,0.7654224862868129,0.002611738889552922,0.7654224862868129,0.002611738889552911,0.6932203389830508,0.0,0.6953748494136741,0.0,0.6953748494136742,0.0,0.6754237288135593,0.0,0.6102117632594546,0.0,0.6102117632594546,0.0,-1,-1,1705272118,True,1,4efd0791,2024-01-14_22-41-58,79.21715784072876,79.21715784072876,653649,d49c071550b4,172.17.0.2,79.21715784072876,1,,12,4efd0791
32,0.7611864406779661,0.7611864406779661,0.00451305998498115,0.7618188365787101,0.004591368262448575,0.76181883657871,0.004591368262448567,0.6983050847457627,0.0,0.7014226122445366,0.0,0.7014226122445364,0.0,0.6711864406779661,0.0,0.6067335743941913,0.0,0.6067335743941913,0.0,-1,-1,1705272159,True,1,4dbf0137,2024-01-14_22-42-39,68.7783100605011,68.7783100605011,653888,d49c071550b4,172.17.0.2,68.7783100605011,1,,11,4dbf0137
33,0.7674576271186441,0.7674576271186441,0.008518530083477348,0.7677964397874908,0.008355495089175897,0.7677964397874908,0.00835549508917593,0.7245762711864406,0.0,0.72455555566325,0.0,0.72455555566325,0.0,0.6966101694915254,0.0,0.6307137573992465,0.0,0.6307137573992465,0.0,-1,-1,1705272196,False,1,c4143425,2024-01-14_22-43-16,77.6570999622345,77.6570999622345,653649,d49c071550b4,172.17.0.2,77.6570999622345,1,,15,c4143425
34,0.759322033898305,0.759322033898305,0.00647626209306535,0.7590567044015416,0.006370196126180966,0.7590567044015415,0.006370196126180943,0.7398305084745763,0.0,0.7380629869008415,0.0,0.7380629869008415,0.0,0.690677966101695,0.0,0.6252077815499487,0.0,0.6252077815499487,0.0,-1,-1,1705272208,True,1,8c34d206,2024-01-14_22-43-28,87.35336589813232,87.35336589813232,654655,d49c071550b4,172.17.0.2,87.35336589813232,1,,17,8c34d206
35,0.7646610169491526,0.7646610169491526,0.007465808301436265,0.7653718517475518,0.007360898397772154,0.7653718517475518,0.007360898397772138,0.6949152542372882,0.0,0.6968975209863117,0.0,0.6968975209863117,0.0,0.6754237288135593,0.0,0.6099633578072252,0.0,0.6099633578072252,0.0,-1,-1,1705272228,True,1,c3c9f83f,2024-01-14_22-43-48,68.21005940437317,68.21005940437317,653888,d49c071550b4,172.17.0.2,68.21005940437317,1,,12,c3c9f83f
36,0.7733050847457628,0.7733050847457628,0.007515664002651189,0.7734894159360046,0.007416229439881426,0.7734894159360046,0.007416229439881423,0.7347457627118644,0.0,0.7347487961574257,0.0,0.7347487961574257,0.0,0.6940677966101695,0.0,0.6281283082681565,0.0,0.6281283082681565,0.0,-1,-1,1705272275,False,1,21d04110,2024-01-14_22-44-35,78.80734205245972,78.80734205245972,653649,d49c071550b4,172.17.0.2,78.80734205245972,1,,15,21d04110
37,0.7707627118644067,0.7707627118644067,0.005336292030993609,0.7712572103143749,0.005273995260006257,0.7712572103143749,0.0052739952600062414,0.7042372881355933,0.0,0.705307104572935,0.0,0.705307104572935,0.0,0.6813559322033899,0.0,0.6157516769166559,0.0,0.6157516769166559,0.0,-1,-1,1705272277,False,1,7eb90cbb,2024-01-14_22-44-37,68.10210156440735,68.10210156440735,654655,d49c071550b4,172.17.0.2,68.10210156440735,1,,13,7eb90cbb
38,0.7092372881355933,0.7092372881355933,0.0059134084828540625,0.7108286620149881,0.005936774558594842,0.7108286620149881,0.005936774558594842,0.6694915254237288,0.0,0.6739957740342514,0.0,0.6739957740342515,0.0,0.6313559322033898,0.0,0.635508000686434,0.0,0.6355080006864339,0.0,-1,-1,1705272279,True,1,bf362914,2024-01-14_22-44-39,50.80603909492493,50.80603909492493,653888,d49c071550b4,172.17.0.2,50.80603909492493,1,,6,bf362914
39,0.757542372881356,0.757542372881356,0.0054587060729450595,0.7584222783333803,0.005350970343696725,0.7584222783333803,0.0053509703436967464,0.6983050847457627,0.0,0.7011646121937263,0.0,0.7011646121937262,0.0,0.6711864406779661,0.0,0.6063194368454584,0.0,0.6063194368454583,0.0,-1,-1,1705272354,True,1,255e1d30,2024-01-14_22-45-54,79.14698672294617,79.14698672294617,653649,d49c071550b4,172.17.0.2,79.14698672294617,1,,11,255e1d30
40,0.7603389830508475,0.7603389830508475,0.004894755619726682,0.7601231283337592,0.004794155399754521,0.7601231283337591,0.004794155399754579,0.7237288135593221,0.0,0.7209490364126571,0.0,0.7209490364126571,0.0,0.6805084745762712,0.0,0.6150070049432017,0.0,0.6150070049432017,0.0,-1,-1,1705272361,True,1,2f5b29f8,2024-01-14_22-46-01,84.59720754623413,84.59720754623413,654655,d49c071550b4,172.17.0.2,84.59720754623413,1,,16,2f5b29f8
41,0.7592372881355932,0.7592372881355932,0.006021721668979832,0.7596546570408881,0.00593509816924489,0.7596546570408881,0.005935098169244874,0.6898305084745763,0.0,0.6936985885380853,0.0,0.6936985885380852,0.0,0.6771186440677966,0.0,0.6125520132845328,0.0,0.6125520132845328,0.0,-1,-1,1705272350,True,1,f4c290e2,2024-01-14_22-45-50,68.80548810958862,68.80548810958862,653888,d49c071550b4,172.17.0.2,68.80548810958862,1,,10,f4c290e2
42,0.7672033898305085,0.7672033898305085,0.007570884977284388,0.7668905035433629,0.007605680876278456,0.7668905035433627,0.0076056808762784605,0.726271186440678,0.0,0.7238683434764475,0.0,0.7238683434764477,0.0,0.6847457627118644,0.0,0.6196160919948795,0.0,0.6196160919948794,0.0,-1,-1,1705272449,False,1,0d551563,2024-01-14_22-47-29,83.72396802902222,83.72396802902222,653888,d49c071550b4,172.17.0.2,83.72396802902222,1,,18,0d551563
43,0.7715254237288136,0.7715254237288136,0.006148595643124421,0.7718712255130237,0.006011710300782763,0.7718712255130236,0.00601171030078276,0.7279661016949153,0.0,0.7276689582082534,0.0,0.7276689582082534,0.0,0.6983050847457627,0.0,0.6324839717596562,0.0,0.6324839717596561,0.0,-1,-1,1705272433,False,1,58101af5,2024-01-14_22-47-13,68.29531288146973,68.29531288146973,653649,d49c071550b4,172.17.0.2,68.29531288146973,1,,15,58101af5
44,0.7647457627118643,0.7647457627118643,0.005030787145646053,0.7644640243581358,0.0049674979968434415,0.7644640243581358,0.004967497996843409,0.726271186440678,0.0,0.724714935775115,0.0,0.7247149357751149,0.0,0.6915254237288135,0.0,0.6260233289391784,0.0,0.6260233289391784,0.0,-1,-1,1705272511,True,1,039fdaf8,2024-01-14_22-48-31,85.95780825614929,85.95780825614929,654809,d49c071550b4,172.17.0.2,85.95780825614929,1,,17,039fdaf8
