,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),num_params,num_trainable_params,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/batch_size,config/num_HL,config/latent_dim,config/opt_lr,config/opt_wd,logdir
0,0.5118662351672061,0.4686623516720604,0.006505891888541653,0.46564059020139414,0.007078509621546489,0.46564059020139414,0.007078509621546499,0.4622437971952535,0.0,0.4656731084727617,0.0,0.4656731084727617,0.0,0.5118662351672061,0.0,0.44959024779167894,0.0,0.449590247791679,0.0,819550,819550,1700767819,,True,1,3fcaf761,2023-11-23_16-30-19,1100.7307386398315,1100.7307386398315,55679,ac1450d1e4fc,172.17.0.2,1100.7307386398315,1,128,6,149,5.585229164642938e-05,8.367383921533614e-06,3fcaf761
1,0.5679611650485437,0.5679611650485437,0.006234383290960039,0.5630723808596461,0.006386794135888575,0.5630723808596461,0.006386794135888573,0.5652642934196332,0.0,0.5645121150498746,0.0,0.5645121150498746,0.0,0.4627831715210356,0.0,0.410817479416236,0.0,0.410817479416236,0.0,659579,659579,1700767126,,False,1,37097b72,2023-11-23_16-18-46,394.28754711151123,394.28754711151123,56745,ac1450d1e4fc,172.17.0.2,394.28754711151123,1,64,7,34,0.0005724054938784507,1.4261483078505145e-06,37097b72
2,0.564185544768069,0.5158036677454152,0.005779365068496082,0.49240453263626643,0.005603762383176428,0.49240453263626655,0.005603762383176443,0.564185544768069,0.0,0.5673878490489755,0.0,0.5673878490489754,0.0,0.48975188781014023,0.0,0.4454133899653964,0.0,0.4454133899653964,0.0,248748,248748,1700778055,,True,1,ef98591d,2023-11-23_19-20-55,11308.845414876938,11308.845414876938,56806,ac1450d1e4fc,172.17.0.2,11308.845414876938,1,128,3,19,1.0732587296203204e-05,3.2117415857831735e-06,ef98591d
3,0.6218985976267529,0.6218985976267529,0.005977085297603065,0.6256363105374907,0.006325964622671623,0.6256363105374907,0.0063259646226716025,0.5884573894282632,0.0,0.5877757796509895,0.0,0.5877757796509895,0.0,0.5485436893203883,0.0,0.5185770897941128,0.0,0.5185770897941129,0.0,579414,579414,1700767577,,False,1,266121d6,2023-11-23_16-26-17,816.2316460609436,816.2316460609436,56867,ac1450d1e4fc,172.17.0.2,816.2316460609436,1,64,4,169,0.00011717403748533957,2.0203445714784008e-06,266121d6
4,0.3187702265372168,0.16666666666666669,2.7755575615628914e-17,0.047619047619047616,0.0,0.047619047619047616,0.0,0.3187702265372168,0.0,0.16141023030841462,0.0,0.16141023030841464,0.0,0.27238403451995685,0.0,0.1442090570662238,0.0,0.14420905706622383,0.0,668291,668291,1700767106,,False,1,690610ed,2023-11-23_16-18-26,331.26846504211426,331.26846504211426,56928,ac1450d1e4fc,172.17.0.2,331.26846504211426,1,64,7,38,1.5266177835581922e-05,9.11045230969718e-06,690610ed
5,0.5118662351672061,0.4847357065803667,0.004525925932211045,0.47328608524896526,0.004746660881147437,0.47328608524896537,0.004746660881147465,0.45361380798274004,0.0,0.45244073993289735,0.0,0.45244073993289724,0.0,0.5118662351672061,0.0,0.46266389842495953,0.0,0.4626638984249596,0.0,435639,435639,1700768281,,True,1,136baafa,2023-11-23_16-38-01,1174.7756221294403,1174.7756221294403,56928,ac1450d1e4fc,172.17.0.2,1174.7756221294403,1,128,5,14,0.00026225506870691085,7.287769279966242e-06,136baafa
6,0.42880258899676377,0.17227615965480045,0.0004314994606256839,0.058899065721462376,0.0005331843847006566,0.058899065721462376,0.0005331843847006584,0.42880258899676377,0.0,0.4253550309342525,0.0,0.4253550309342525,0.0,0.2319309600862999,0.0,0.16398979607855207,0.0,0.1639897960785521,0.0,956382,956382,1700767431,,True,1,f307be46,2023-11-23_16-23-51,304.62158846855164,304.62158846855164,56745,ac1450d1e4fc,172.17.0.2,304.62158846855164,1,128,8,107,0.00012892421483702034,3.254805761842822e-06,f307be46
7,0.5736245954692556,0.5736245954692556,0.007111768606819641,0.5701924668600374,0.007525089855565049,0.5701924668600373,0.007525089855565021,0.4406688241639698,0.0,0.44050469502127965,0.0,0.4405046950212796,0.0,0.22006472491909385,0.0,0.15820303469709626,0.0,0.15820303469709626,0.0,1427749,1427749,1700767966,,False,1,180a62ca,2023-11-23_16-32-46,534.7375466823578,534.7375466823578,56745,ac1450d1e4fc,172.17.0.2,534.7375466823578,1,128,7,276,8.225288574244057e-05,7.046848437889574e-06,180a62ca
8,0.6154261057173679,0.5818230852211435,0.005548219410327673,0.5789188077610091,0.0056276861013654115,0.578918807761009,0.005627686101365414,0.6154261057173679,0.0,0.6131574356786517,0.0,0.6131574356786517,0.0,0.5151024811218986,0.0,0.47633276993682694,0.0,0.47633276993682694,0.0,295143,295143,1700768207,,False,1,dc1975bf,2023-11-23_16-36-47,629.4930925369263,629.4930925369263,56867,ac1450d1e4fc,172.17.0.2,629.4930925369263,1,64,3,64,0.00014579577413377498,8.580652571483419e-06,dc1975bf
9,0.6057173678532902,0.5603559870550162,0.004344893715889166,0.5542120761451771,0.004789430066529042,0.5542120761451771,0.004789430066529025,0.6057173678532902,0.0,0.6040009712987637,0.0,0.6040009712987636,0.0,0.5075512405609492,0.0,0.46113296178241486,0.0,0.4611329617824148,0.0,491991,491991,1700769320,,False,1,5eba9167,2023-11-23_16-55-20,1500.5150790214539,1500.5150790214539,55679,ac1450d1e4fc,172.17.0.2,1500.5150790214539,1,64,3,208,3.718255521060139e-05,8.90809940137692e-06,5eba9167
10,0.5646170442286947,0.5646170442286947,0.0045881705109248605,0.5603262208701426,0.004682992765710044,0.5603262208701426,0.004682992765710066,0.5285868392664509,0.0,0.5290476991283167,0.0,0.5290476991283167,0.0,0.470873786407767,0.0,0.4273972938227652,0.0,0.4273972938227652,0.0,452243,452243,1700772847,,True,1,85925560,2023-11-23_17-54-07,4880.576457023621,4880.576457023621,56745,ac1450d1e4fc,172.17.0.2,4880.576457023621,1,128,5,26,1.273190074118193e-05,1.1544253962944385e-06,85925560
11,0.42179072276159657,0.23198489751887807,0.0011927370219792894,0.1470910388757532,0.0014963930092024699,0.1470910388757532,0.0014963930092024653,0.42179072276159657,0.0,0.4169467139878547,0.0,0.4169467139878547,0.0,0.20064724919093851,0.0,0.13089276051789697,0.0,0.13089276051789697,0.0,775561,775561,1700768475,,True,1,3a7e9c53,2023-11-23_16-41-15,268.68170833587646,268.68170833587646,56867,ac1450d1e4fc,172.17.0.2,268.68170833587646,1,64,8,42,0.0003345421280443787,5.6861867652913235e-06,3a7e9c53
12,0.16666666666666669,0.16666666666666669,2.7755575615628914e-17,0.047619047619047616,0.0,0.047619047619047616,0.0,0.16666666666666666,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.16666666666666666,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,2010889,2010889,1700768703,,True,1,f7d0b1e7,2023-11-23_16-45-03,421.9679503440857,421.9679503440857,56928,ac1450d1e4fc,172.17.0.2,421.9679503440857,1,64,8,348,1.5701135511295267e-05,3.444733074306552e-06,f7d0b1e7
13,0.5560949298813377,0.5418015102481122,0.0034557860797500314,0.5237005347172428,0.003143803979368667,0.5237005347172428,0.003143803979368658,0.49568500539374327,0.0,0.4894848841869277,0.0,0.4894848841869277,0.0,0.5560949298813377,0.0,0.5145798206899388,0.0,0.5145798206899389,0.0,793766,793766,1700769410,,True,1,52da3865,2023-11-23_16-56-50,934.7917373180389,934.7917373180389,56867,ac1450d1e4fc,172.17.0.2,934.7917373180389,1,128,4,267,0.0007404234575215205,8.034042966220044e-06,52da3865
14,0.5108414239482201,0.5108414239482201,0.004236406788750598,0.5007289854482272,0.004315297140916001,0.5007289854482272,0.004315297140915997,0.49460625674217906,0.0,0.4911648478447949,0.0,0.49116484784479486,0.0,0.47572815533980584,0.0,0.4258974932240513,0.0,0.4258974932240512,0.0,712525,712525,1700769855,,True,1,56a4403b,2023-11-23_17-04-15,1151.144996881485,1151.144996881485,56928,ac1450d1e4fc,172.17.0.2,1151.144996881485,1,64,7,58,3.864289706070492e-05,6.690223323930294e-06,56a4403b
