,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),num_params,num_trainable_params,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/batch_size,config/num_CL,config/size_CL,config/kernel,config/num_HL,config/m_lambda,config/latent_dim,config/opt_lr,config/opt_wd,logdir
11,0.540722761596548,0.540722761596548,0.003928556145551292,0.5409937779470582,0.004139909057750837,0.5409937779470584,0.00413990905775082,0.5199568500539374,0.0,0.5166228347769191,0.0,0.5166228347769192,0.0,0.5388349514563107,0.0,0.48915671196802624,0.0,0.4891567119680263,0.0,137942052,137942052,1705935208,True,1,f14b38ca,2024-01-22_14-53-28,78.7033920288086,78.7033920288086,146875,1d43726c602a,172.17.0.2,78.7033920288086,1,,64,4,25,3,3,0.450661308102448,11,3.9503908379574466e-05,4.286538793897879e-06,f14b38ca
12,0.4391585760517799,0.4391585760517799,0.0023361820741863858,0.42992467079947466,0.002939137709371415,0.42992467079947466,0.002939137709371413,0.4180151024811219,0.0,0.4092883619932633,0.0,0.40928836199326335,0.0,0.35329018338727075,0.0,0.3285942895448426,0.0,0.32859428954484265,0.0,286890919,286890919,1705935387,True,1,13beb873,2024-01-22_14-56-27,179.47430300712585,179.47430300712585,146875,1d43726c602a,172.17.0.2,179.47430300712585,1,,128,3,30,2,4,2.100626924798673,3,1.8326659449373655e-05,2.8250831714082228e-06,13beb873
13,0.5659654800431498,0.5659654800431498,0.003882371286500139,0.5581323828497188,0.004521744474731655,0.5581323828497188,0.004521744474731665,0.5377562028047465,0.0,0.5382564474382548,0.0,0.5382564474382548,0.0,0.4622437971952535,0.0,0.45831860615453673,0.0,0.45831860615453673,0.0,14344925,14344925,1705935339,True,1,7ea4817e,2024-01-22_14-55-39,59.59469389915466,59.59469389915466,146827,1d43726c602a,172.17.0.2,59.59469389915466,1,,128,2,8,4,3,2.8358317925313257,11,0.000247990258476947,7.1511702237902406e-06,7ea4817e
14,0.6560949298813377,0.6560949298813377,0.00794255021971952,0.6599037921629479,0.007790492962410707,0.6599037921629479,0.0077904929624107305,0.6434735706580367,0.0,0.6430611834621679,0.0,0.6430611834621679,0.0,0.5366774541531824,0.0,0.48973747725823125,0.0,0.48973747725823125,0.0,11110483,11110483,1705935431,False,1,8e65f5b8,2024-01-22_14-57-11,90.72988224029541,90.72988224029541,146827,1d43726c602a,172.17.0.2,90.72988224029541,1,,128,4,7,2,3,2.342479065699975,10,1.443085817961322e-05,5.773315881434769e-06,8e65f5b8
15,0.6024811218985976,0.5719525350593312,0.002688227787352144,0.5612477863866745,0.0030093591272281894,0.5612477863866745,0.003009359127228168,0.5555555555555556,0.0,0.5530023698662533,0.0,0.5530023698662534,0.0,0.6024811218985976,0.0,0.5531074670354396,0.0,0.5531074670354396,0.0,226209083,226209083,1705935530,False,1,006816a8,2024-01-22_14-58-50,142.51790761947632,142.51790761947632,146875,1d43726c602a,172.17.0.2,142.51790761947632,1,,64,4,27,3,4,1.6323280138479328,12,0.0005583567989099401,2.9787428482543047e-06,006816a8
16,0.47680690399137,0.4604638619201726,0.004322068096562159,0.44842985548364533,0.004779100425798978,0.44842985548364533,0.004779100425798972,0.4099244875943905,0.0,0.41077116686573834,0.0,0.41077116686573834,0.0,0.47680690399137,0.0,0.42451105122299926,0.0,0.4245110512229993,0.0,32983186,32983186,1705936644,True,1,25725b64,2024-01-22_15-17-24,1213.0977482795715,1213.0977482795715,146827,1d43726c602a,172.17.0.2,1213.0977482795715,1,,128,2,16,2,2,2.727226578205668,14,2.2580099507404433e-05,8.704623578597431e-06,25725b64
17,0.47357065803667747,0.46175836030204964,0.003380891897349469,0.4671532437995702,0.003075151693933016,0.4671532437995703,0.0030751516939329935,0.47357065803667747,0.0,0.47796975828720695,0.0,0.477969758287207,0.0,0.45037756202804746,0.0,0.42200592150661737,0.0,0.4220059215066173,0.0,61736520,61736520,1705935678,True,1,1b1b6c2e,2024-01-22_15-01-18,147.72693347930908,147.72693347930908,146875,1d43726c602a,172.17.0.2,147.72693347930908,1,,64,3,22,2,2,1.4161782893247719,2,4.2083979498189816e-05,5.303194676506226e-06,1b1b6c2e
18,0.505933117583603,0.4740560949298813,0.005374561360737869,0.45654433360423524,0.004783269897733225,0.4565443336042353,0.004783269897733226,0.43149946062567424,0.0,0.4169220211746661,0.0,0.4169220211746661,0.0,0.505933117583603,0.0,0.4594899929793295,0.0,0.4594899929793295,0.0,167853522,167853522,1705936525,True,1,54b77865,2024-01-22_15-15-25,847.4877398014069,847.4877398014069,146875,1d43726c602a,172.17.0.2,847.4877398014069,1,,64,2,23,3,4,2.1899746983923754,9,1.3530713901681192e-05,9.756971688205832e-06,54b77865
19,0.5485436893203883,0.5485436893203883,0.005898693900536043,0.5438162492992232,0.006663736910677714,0.5438162492992232,0.0066637369106777216,0.4714131607335491,0.0,0.47542174546974564,0.0,0.4754217454697457,0.0,0.470873786407767,0.0,0.4107866351873397,0.0,0.4107866351873397,0.0,18519482,18519482,1705936592,True,1,99a1e0af,2024-01-22_15-16-32,67.00845003128052,67.00845003128052,146875,1d43726c602a,172.17.0.2,67.00845003128052,1,,64,2,9,2,3,2.7115369572308197,7,0.0002981495204378756,3.786317863345127e-06,99a1e0af
20,0.4889428263214671,0.4889428263214671,0.004059665278896175,0.4776223867340444,0.0047443226575950665,0.4776223867340443,0.00474432265759506,0.267529665587918,0.0,0.25186192349090375,0.0,0.25186192349090375,0.0,0.4180151024811219,0.0,0.3531562186506731,0.0,0.35315621865067304,0.0,517060,517060,1705937036,True,1,e60f4993,2024-01-22_15-23-56,443.4461977481842,443.4461977481842,146875,1d43726c602a,172.17.0.2,443.4461977481842,1,,128,4,2,3,2,1.7100279423956153,14,1.1035052909280634e-05,6.427705773949912e-06,e60f4993
21,0.5361380798274002,0.5122977346278318,0.014298608897013886,0.5074260075835675,0.016635468708041893,0.5074260075835675,0.016635468708041893,0.5361380798274002,0.0,0.5357232768365243,0.0,0.5357232768365243,0.0,0.3338727076591154,0.0,0.24574724565003847,0.0,0.24574724565003847,0.0,2838207,2838207,1705938138,True,1,35e424bb,2024-01-22_15-42-18,1491.696051120758,1491.696051120758,146827,1d43726c602a,172.17.0.2,1491.696051120758,1,,128,4,3,3,4,2.242322415461172,14,1.0248054918771846e-05,1.0486059502219897e-08,35e424bb
22,0.6326860841423948,0.6070658036677454,0.004909491659578691,0.6009647479187649,0.0050342328962292154,0.6009647479187649,0.005034232896229224,0.5528586839266451,0.0,0.5467406342107837,0.0,0.5467406342107837,0.0,0.6326860841423948,0.0,0.6105357476073406,0.0,0.6105357476073406,0.0,21066722,21066722,1705937131,False,1,d331f82b,2024-01-22_15-25-31,64.79655313491821,64.79655313491821,146875,1d43726c602a,172.17.0.2,64.79655313491821,1,,64,4,13,3,2,2.4264228192332546,13,1.5445960275273888e-05,6.268367900076884e-06,d331f82b
23,0.5946601941747574,0.5946601941747574,0.006202804746494065,0.5879324109322883,0.005905960334031868,0.5879324109322883,0.005905960334031883,0.5426105717367853,0.0,0.5454657663994374,0.0,0.5454657663994374,0.0,0.47626752966558794,0.0,0.4591788922614832,0.0,0.4591788922614832,0.0,3145818,3145818,1705937191,True,1,64123a47,2024-01-22_15-26-31,59.80724573135376,59.80724573135376,146875,1d43726c602a,172.17.0.2,59.80724573135376,1,,128,4,5,3,2,2.440200502567827,13,6.838814949643727e-05,6.382111741962917e-06,64123a47
24,0.641208198489752,0.641208198489752,0.004719448296489178,0.6422774593735524,0.0047636278681772734,0.6422774593735524,0.004763627868177236,0.5620280474649406,0.0,0.5529978503087729,0.0,0.5529978503087729,0.0,0.6299892125134844,0.0,0.5855440830033962,0.0,0.5855440830033961,0.0,53782478,53782478,1705937277,False,1,37a144f7,2024-01-22_15-27-57,86.47492504119873,86.47492504119873,146875,1d43726c602a,172.17.0.2,86.47492504119873,1,,128,4,13,2,4,1.856009920395795,15,1.303351220420815e-05,6.166288820230208e-06,37a144f7
25,0.6395900755124057,0.6395900755124057,0.006453586196826754,0.5886399071211731,0.006637927834233192,0.5886399071211732,0.006637927834233208,0.4633225458468177,0.0,0.41886313382515916,0.0,0.41886313382515916,0.0,0.5690399137001079,0.0,0.5137359422401125,0.0,0.5137359422401125,0.0,11518516,11518516,1705937367,False,1,c7ef1961,2024-01-22_15-29-27,89.20929265022278,89.20929265022278,146875,1d43726c602a,172.17.0.2,89.20929265022278,1,,128,4,6,2,4,2.9841435931305442,16,1.0143500739320865e-05,5.722954946291109e-06,c7ef1961
26,0.5734088457389428,0.5734088457389428,0.006554896149038545,0.5657702520775526,0.007439468258705934,0.5657702520775527,0.007439468258705939,0.5587918015102481,0.0,0.5634729193154359,0.0,0.5634729193154359,0.0,0.5204962243797195,0.0,0.5189294446346996,0.0,0.5189294446346996,0.0,53782478,53782478,1705937511,True,1,8c1d7238,2024-01-22_15-31-51,108.82966160774231,108.82966160774231,146875,1d43726c602a,172.17.0.2,108.82966160774231,1,,128,4,13,2,4,1.7750520606367945,15,3.5595971156263095e-05,9.316764444217458e-06,8c1d7238
27,0.626051779935275,0.626051779935275,0.004545168901355392,0.625083817291765,0.004463791481725142,0.6250838172917649,0.004463791481725099,0.5949298813376483,0.0,0.5942908294686325,0.0,0.5942908294686325,0.0,0.5922330097087378,0.0,0.5464247226375419,0.0,0.5464247226375419,0.0,11514751,11514751,1705937593,False,1,fe5cc4a9,2024-01-22_15-33-13,69.47544527053833,69.47544527053833,146875,1d43726c602a,172.17.0.2,69.47544527053833,1,,128,3,6,2,4,1.9417587414019386,5,6.689260885203855e-05,7.085005383057387e-06,fe5cc4a9
28,0.6686623516720605,0.6686623516720605,0.004206082354882821,0.6641705910882418,0.0042354095036413845,0.6641705910882418,0.0042354095036414114,0.6440129449838188,0.0,0.6408070264233455,0.0,0.6408070264233456,0.0,0.6003236245954693,0.0,0.5532601723341525,0.0,0.5532601723341524,0.0,45753079,45753079,1705937703,False,1,25cc8b08,2024-01-22_15-35-03,109.36438655853271,109.36438655853271,146875,1d43726c602a,172.17.0.2,109.36438655853271,1,,128,4,12,2,4,1.509250773810392,9,1.2350192820898002e-05,3.842102892181106e-06,25cc8b08
29,0.5873786407766991,0.5873786407766991,0.00441496913261729,0.5880419649536398,0.005018457524377595,0.5880419649536398,0.005018457524377621,0.5690399137001079,0.0,0.5737351808327597,0.0,0.5737351808327597,0.0,0.5625674217907227,0.0,0.5366590156843662,0.0,0.5366590156843662,0.0,2870472,2870472,1705938240,True,1,e912057a,2024-01-22_15-44-00,534.7309241294861,534.7309241294861,146875,1d43726c602a,172.17.0.2,534.7309241294861,1,,128,4,3,2,4,1.4461207106411504,5,8.580442947022027e-05,2.040061885191542e-06,e912057a
30,0.5028047464940668,0.5028047464940668,0.004942270200196452,0.48559412983038247,0.0047694899337089635,0.48559412983038247,0.004769489933708948,0.47303128371089537,0.0,0.46466901563813456,0.0,0.46466901563813456,0.0,0.3446601941747573,0.0,0.24082292443846823,0.0,0.24082292443846823,0.0,20476911,20476911,1705938933,True,1,b39fb9c0,2024-01-22_15-55-33,747.2943949699402,747.2943949699402,146827,1d43726c602a,172.17.0.2,747.2943949699402,1,,128,3,8,2,4,1.4394472737754387,9,3.106845990777263e-05,3.5370562577413055e-06,b39fb9c0
31,0.5675296655879181,0.5675296655879181,0.005793191621185578,0.5646738658265597,0.00578273974146038,0.5646738658265598,0.005782739741460371,0.48813376483279397,0.0,0.4963295318715583,0.0,0.4963295318715583,0.0,0.46871628910463864,0.0,0.4199644425191254,0.0,0.41996444251912546,0.0,27350625,27350625,1705938320,True,1,fee457ab,2024-01-22_15-45-20,80.22365665435791,80.22365665435791,146875,1d43726c602a,172.17.0.2,80.22365665435791,1,,128,4,11,2,3,0.27290127522105,8,0.00016795060604945193,4.444256664219433e-06,fee457ab
32,0.5942286947141316,0.5942286947141316,0.004570700173113356,0.5972834054197248,0.004454344263123463,0.5972834054197249,0.0044543442631234465,0.5366774541531824,0.0,0.5424310179978372,0.0,0.5424310179978372,0.0,0.540453074433657,0.0,0.4892937071005378,0.0,0.4892937071005378,0.0,5128234,5128234,1705938371,True,1,68339a2c,2024-01-22_15-46-11,50.81239080429077,50.81239080429077,146875,1d43726c602a,172.17.0.2,50.81239080429077,1,,128,3,4,2,4,0.6751996932195891,6,4.913592882082054e-05,7.5854166287309005e-06,68339a2c
33,0.4878640776699029,0.4878640776699029,0.005280637175430648,0.4692007300161903,0.006217722495206089,0.4692007300161903,0.006217722495206112,0.46548004314994607,0.0,0.4686874350888268,0.0,0.46868743508882676,0.0,0.48004314994606256,0.0,0.4436820415251262,0.0,0.44368204152512625,0.0,81529735,81529735,1705938463,True,1,8a405df5,2024-01-22_15-47-43,91.2025215625763,91.2025215625763,146875,1d43726c602a,172.17.0.2,91.2025215625763,1,,128,4,19,2,3,2.9951296758396175,10,0.0009303408393755914,3.5078352196049726e-06,8a405df5
34,0.5899137001078749,0.5899137001078749,0.002541935634940291,0.5907365622766027,0.002318803220823055,0.5907365622766027,0.0023188032208230594,0.5382955771305286,0.0,0.5424306856300302,0.0,0.54243068563003,0.0,0.5016181229773463,0.0,0.4657268166980029,0.0,0.465726816698003,0.0,51104836,51104836,1705938525,True,1,32037f4f,2024-01-22_15-48-45,61.69513726234436,61.69513726234436,146875,1d43726c602a,172.17.0.2,61.69513726234436,1,,128,3,15,2,3,2.3554531312164593,8,0.0004922163476571028,4.896043262511099e-06,32037f4f
35,0.4266450916936354,0.4259439050701187,0.004652709339418482,0.42002297201962974,0.0050360577516813994,0.42002297201962974,0.00503605775168139,0.4266450916936354,0.0,0.42645862662422623,0.0,0.42645862662422607,0.0,0.33495145631067963,0.0,0.24596208948872036,0.0,0.24596208948872034,0.0,11073769,11073769,1705938905,True,1,4774d833,2024-01-22_15-55-05,380.7208616733551,380.7208616733551,146875,1d43726c602a,172.17.0.2,380.7208616733551,1,,128,4,7,2,3,0.10294383014948849,4,2.5779208168816977e-05,2.2898450722987143e-06,4774d833
36,0.5617044228694714,0.5617044228694714,0.0031376568656416217,0.5521169551463535,0.0034829760379832798,0.5521169551463535,0.0034829760379832793,0.5258899676375405,0.0,0.5232466775954588,0.0,0.5232466775954588,0.0,0.5102481121898598,0.0,0.4512672962683207,0.0,0.45126729626832063,0.0,37423282,37423282,1705938960,True,1,8bd0a2aa,2024-01-22_15-56-00,54.35492563247681,54.35492563247681,146875,1d43726c602a,172.17.0.2,54.35492563247681,1,,128,3,11,4,4,1.1620417535348027,12,0.00010159581227461631,5.532389438003771e-06,8bd0a2aa
37,0.5799892125134843,0.5799892125134843,0.006359358257491431,0.5757178291837008,0.0062053679405125696,0.5757178291837007,0.006205367940512559,0.4913700107874865,0.0,0.49218649816332044,0.0,0.49218649816332055,0.0,0.5711974110032363,0.0,0.5420898010950054,0.0,0.5420898010950053,0.0,24932556,24932556,1705939079,True,1,eb7cf38b,2024-01-22_15-57-59,144.86347556114197,144.86347556114197,146827,1d43726c602a,172.17.0.2,144.86347556114197,1,,128,4,14,2,2,2.0460684367450286,8,2.122624683193819e-05,7.874473988964939e-06,eb7cf38b
38,0.5108953613807982,0.5108953613807982,0.004682315946971031,0.5153083735467653,0.0046475570331621415,0.5153083735467652,0.004647557033162125,0.47572815533980584,0.0,0.47943404339034723,0.0,0.47943404339034723,0.0,0.2696871628910464,0.0,0.20383448586938338,0.0,0.20383448586938338,0.0,73305830,73305830,1705940030,True,1,c08f3095,2024-01-22_16-13-50,1070.3035049438477,1070.3035049438477,146875,1d43726c602a,172.17.0.2,1070.3035049438477,1,,128,4,18,2,3,1.5424400362666213,18,1.2840305299978489e-05,8.22299354658157e-07,c08f3095
39,0.4865695792880259,0.4865695792880259,0.004827023543005475,0.46901148958530603,0.004160905221545588,0.46901148958530603,0.004160905221545573,0.3932038834951456,0.0,0.39142132140461383,0.0,0.39142132140461383,0.0,0.4039913700107875,0.0,0.3945984282979351,0.0,0.3945984282979351,0.0,31404772,31404772,1705939563,True,1,940f0f16,2024-01-22_16-06-03,479.1701602935791,479.1701602935791,146827,1d43726c602a,172.17.0.2,479.1701602935791,1,,128,3,10,3,4,2.553055260949777,6,5.6476224673244235e-05,2.6276610876568955e-07,940f0f16
40,0.6413700107874865,0.6413700107874865,0.004096760162191646,0.6427973391342491,0.004127192129868116,0.6427973391342492,0.004127192129868096,0.6353829557713053,0.0,0.6382871729559642,0.0,0.638287172955964,0.0,0.6035598705501618,0.0,0.5783519346222846,0.0,0.5783519346222846,0.0,17534606,17534606,1705939666,False,1,e7d09dd6,2024-01-22_16-07-46,101.49998688697815,101.49998688697815,146827,1d43726c602a,172.17.0.2,101.49998688697815,1,,128,4,12,4,2,0.6492454274234034,10,3.0556410341597205e-05,1.6972689484837052e-06,e7d09dd6
41,0.5803667745415318,0.5803667745415318,0.006490446151668313,0.5793678748772848,0.007476521676263916,0.5793678748772847,0.0074765216762639405,0.5318230852211435,0.0,0.527607114444027,0.0,0.527607114444027,0.0,0.39374325782092773,0.0,0.3498456562703905,0.0,0.3498456562703906,0.0,18354945,18354945,1705941705,True,1,6f0b498a,2024-01-22_16-41-45,2038.826550245285,2038.826550245285,146827,1d43726c602a,172.17.0.2,2038.826550245285,1,,128,4,9,2,3,0.9778734571349159,12,1.747708797968488e-05,4.516534347795769e-06,6f0b498a
42,0.49406688241639696,0.47939590075512406,0.0034604131461371005,0.4537849241962655,0.0031544246729344385,0.4537849241962655,0.0031544246729344537,0.49406688241639696,0.0,0.4764892479610907,0.0,0.4764892479610907,0.0,0.34627831715210355,0.0,0.35580735218304094,0.0,0.35580735218304094,0.0,57147457,57147457,1705940085,True,1,62bc9711,2024-01-22_16-14-45,54.949161767959595,54.949161767959595,146875,1d43726c602a,172.17.0.2,54.949161767959595,1,,128,3,16,3,3,1.283982088043824,7,0.0001432446788474447,3.8903620272090076e-06,62bc9711
43,0.5236785329018339,0.5236785329018339,0.005314684897625479,0.5165172554376076,0.005578530731803064,0.5165172554376077,0.005578530731803107,0.45685005393743255,0.0,0.45832810597560486,0.0,0.4583281059756048,0.0,0.37162891046386193,0.0,0.3588709456519004,0.0,0.3588709456519004,0.0,15613327,15613327,1705940192,True,1,8ad8074a,2024-01-22_16-16-32,67.2503354549408,67.2503354549408,146875,1d43726c602a,172.17.0.2,67.2503354549408,1,,128,4,7,2,4,0.8487626523022627,10,0.00037399303476911633,3.225390140701517e-06,8ad8074a
44,0.486084142394822,0.486084142394822,0.0035021969969251184,0.48541801659547223,0.0034546306683358344,0.48541801659547223,0.0034546306683358435,0.4487594390507012,0.0,0.4494873291491968,0.0,0.44948732914919676,0.0,0.4223300970873786,0.0,0.3848615187871469,0.0,0.3848615187871469,0.0,888183,888183,1705940346,True,1,147dbff9,2024-01-22_16-19-06,153.6118824481964,153.6118824481964,146875,1d43726c602a,172.17.0.2,153.6118824481964,1,,64,4,2,3,3,2.263980393108136,3,0.00018735543339549335,5.896602107521401e-06,147dbff9
45,0.5472491909385113,0.5472491909385113,0.004678586503171828,0.5420552961403455,0.005050118436578971,0.5420552961403455,0.005050118436578988,0.5145631067961165,0.0,0.5195915315439473,0.0,0.5195915315439473,0.0,0.5215749730312838,0.0,0.4820912886897511,0.0,0.4820912886897511,0.0,54486491,54486491,1705940432,True,1,76c742b4,2024-01-22_16-20-32,86.33772397041321,86.33772397041321,146875,1d43726c602a,172.17.0.2,86.33772397041321,1,,128,3,21,4,2,0.5314016752547541,9,9.719818290998798e-05,6.991368358329881e-06,76c742b4
46,0.4879180151024811,0.4879180151024811,0.0055959923837510025,0.49109731120260236,0.0053754977223823205,0.49109731120260236,0.00537549772238233,0.4325782092772384,0.0,0.4359145104565685,0.0,0.4359145104565684,0.0,0.32362459546925565,0.0,0.2996045705548078,0.0,0.2996045705548078,0.0,248826417,248826417,1705941740,True,1,a4defda8,2024-01-22_16-42-20,1306.7086472511292,1306.7086472511292,146875,1d43726c602a,172.17.0.2,1306.7086472511292,1,,64,4,28,2,4,1.6220961815175061,13,1.9325541606954244e-05,4.979617328416873e-06,a4defda8
