,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),num_params,num_trainable_params,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/batch_size,config/num_CL,config/size_CL,config/kernel,config/num_HL,config/latent_dim,config/opt_lr,config/opt_wd,logdir
12,0.752804746494067,0.752804746494067,0.004157383100872312,0.7530530302916102,0.004404119988504804,0.7530530302916102,0.004404119988504811,0.6709816612729234,0.0,0.6658186143518317,0.0,0.6658186143518315,0.0,0.6833872707659115,0.0,0.6393097708721575,0.0,0.6393097708721576,0.0,110021861,110021861,1700750065,,True,1,7e33499e,2023-11-23_11-34-25,650.0650026798248,650.0650026798248,79033,cd0715864623,172.17.0.3,650.0650026798248,1,64,2,22,3,3,49,0.00029167949684652983,7.459394966397264e-06,7e33499e
13,0.7370550161812298,0.7370550161812298,0.004915413847087083,0.7354146276729839,0.005354938665302087,0.7354146276729839,0.00535493866530211,0.6580366774541532,0.0,0.6434715888273713,0.0,0.6434715888273713,0.0,0.49083063646170444,0.0,0.4568942731182406,0.0,0.45689427311824066,0.0,5773846,5773846,1700750273,,True,1,a5f9ca60,2023-11-23_11-37-53,208.4074034690857,208.4074034690857,79033,cd0715864623,172.17.0.3,208.4074034690857,1,64,3,4,4,4,180,2.7357127530823557e-05,4.362479270971991e-06,a5f9ca60
14,0.7926645091693636,0.7926645091693636,0.0038306970667884867,0.7910630063818977,0.004202448290931835,0.7910630063818977,0.004202448290931817,0.6650485436893204,0.0,0.650030929302635,0.0,0.650030929302635,0.0,0.7718446601941747,0.0,0.7624299889113478,0.0,0.7624299889113478,0.0,1610461,1610461,1700753554,,False,1,5ef18454,2023-11-23_12-32-34,3280.981901884079,3280.981901884079,79033,cd0715864623,172.17.0.3,3280.981901884079,1,128,3,3,2,2,197,2.4449160455393515e-05,9.057390181261393e-06,5ef18454
15,0.7133764832793958,0.7133764832793958,0.005269331064431424,0.710414387073955,0.005601828191499795,0.710414387073955,0.005601828191499782,0.6952535059331176,0.0,0.6855815496588565,0.0,0.6855815496588565,0.0,0.6752966558791802,0.0,0.6259690939188263,0.0,0.6259690939188262,0.0,180282602,180282602,1700751294,,True,1,ce146eaf,2023-11-23_11-54-54,741.1181013584137,741.1181013584137,77391,cd0715864623,172.17.0.3,741.1181013584137,1,128,4,28,3,3,306,0.0007582081754956273,3.6674000221382333e-06,ce146eaf
16,0.7609492988133765,0.7609492988133765,0.005793191621185561,0.7621282302435459,0.0056004170204495924,0.7621282302435459,0.005600417020449628,0.6796116504854369,0.0,0.6642944886989582,0.0,0.6642944886989582,0.0,0.6154261057173679,0.0,0.564996167929498,0.0,0.564996167929498,0.0,244755279,244755279,1700751534,,False,1,850b763b,2023-11-23_11-58-54,240.56467962265015,240.56467962265015,77391,cd0715864623,172.17.0.3,240.56467962265015,1,64,3,28,4,4,109,1.0431271581054314e-05,2.5260481190837273e-06,850b763b
17,0.5906148867313916,0.5367853290183386,0.0069610639934850815,0.47566246560180947,0.010294664750752686,0.47566246560180947,0.010294664750752686,0.5906148867313916,0.0,0.588439734631682,0.0,0.5884397346316821,0.0,0.46871628910463864,0.0,0.40795663180510244,0.0,0.40795663180510244,0.0,151018544,151018544,1700751722,,True,1,5339b22e,2023-11-23_12-02-02,187.10428023338318,187.10428023338318,77391,cd0715864623,172.17.0.3,187.10428023338318,1,128,4,26,3,3,92,0.0006795003073295054,3.0510447153577607e-06,5339b22e
18,0.7596548004314994,0.7596548004314994,0.004123304175537524,0.7598531147049895,0.0038078509866427152,0.7598531147049896,0.0038078509866426354,0.6699029126213593,0.0,0.6637017283976813,0.0,0.6637017283976813,0.0,0.697950377562028,0.0,0.664685361464543,0.0,0.664685361464543,0.0,79199977,79199977,1700752106,,False,1,11d5a1ae,2023-11-23_12-08-26,383.826052904129,383.826052904129,77391,cd0715864623,172.17.0.3,383.826052904129,1,64,3,25,3,2,48,0.0007047457176419773,1.3607263466640764e-07,11d5a1ae
19,0.16666666666666669,0.16666666666666669,2.7755575615628914e-17,0.047619047619047616,0.0,0.047619047619047616,0.0,0.16666666666666666,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.16666666666666666,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,38282625,38282625,1700752210,,True,1,9dc00772,2023-11-23_12-10-10,103.95385694503784,103.95385694503784,77391,cd0715864623,172.17.0.3,103.95385694503784,1,64,3,17,3,2,168,0.0009129302498575776,7.849943850776015e-06,9dc00772
20,0.7525350593311758,0.7525350593311758,0.005075853443805242,0.7515984950232936,0.00512427689173165,0.7515984950232936,0.005124276891731676,0.7055016181229773,0.0,0.699607996070161,0.0,0.6996079960701611,0.0,0.6461704422869471,0.0,0.6080702837254955,0.0,0.6080702837254955,0.0,12877803,12877803,1700752576,,True,1,3f65fee5,2023-11-23_12-16-16,366.5717749595642,366.5717749595642,77391,cd0715864623,172.17.0.3,366.5717749595642,1,128,2,10,2,2,7,5.9641160842261006e-05,1.1710296730681847e-06,3f65fee5
21,0.7267529665587917,0.7267529665587917,0.005089590555376682,0.7275177032066764,0.00520324217377764,0.7275177032066764,0.005203242173777632,0.6601941747572816,0.0,0.6518551920409554,0.0,0.6518551920409554,0.0,0.5415318230852212,0.0,0.4801337998105708,0.0,0.4801337998105708,0.0,30394175,30394175,1700752760,,True,1,4a9b58e4,2023-11-23_12-19-20,183.576313495636,183.576313495636,77391,cd0715864623,172.17.0.3,183.576313495636,1,128,2,15,2,2,142,0.000177897260634653,1.2058710798549042e-06,4a9b58e4
22,0.7701725997842501,0.7701725997842501,0.003490964644074304,0.768614621915525,0.0034759022566699764,0.7686146219155249,0.0034759022566699786,0.6812297734627831,0.0,0.6745927415077348,0.0,0.674592741507735,0.0,0.7098166127292341,0.0,0.6701247524667968,0.0,0.6701247524667967,0.0,121133555,121133555,1700753434,,False,1,8f728363,2023-11-23_12-30-34,673.9393572807312,673.9393572807312,77391,cd0715864623,172.17.0.3,673.9393572807312,1,128,4,31,4,2,216,6.978807877345941e-05,1.0836873949654699e-06,8f728363
23,0.7644012944983819,0.7644012944983819,0.0030011710341410268,0.7620487755419483,0.003206699522175546,0.7620487755419483,0.003206699522175503,0.6639697950377562,0.0,0.6497177114732022,0.0,0.6497177114732021,0.0,0.692017259978425,0.0,0.6451760840747461,0.0,0.6451760840747462,0.0,9493418,9493418,1700754387,,False,1,ebede075,2023-11-23_12-46-27,952.8622229099274,952.8622229099274,77391,cd0715864623,172.17.0.3,952.8622229099274,1,128,4,8,2,2,232,0.00018567318821675132,4.889276104190462e-06,ebede075
24,0.5685005393743258,0.5685005393743257,0.004564012039116749,0.5645117559066535,0.004686940348148277,0.5645117559066535,0.0046869403481483414,0.5685005393743258,0.0,0.5598018916949041,0.0,0.559801891694904,0.0,0.5560949298813377,0.0,0.5400352054914653,0.0,0.5400352054914654,0.0,979141,979141,1700757960,,True,1,a884cf99,2023-11-23_13-46-00,4405.587596178055,4405.587596178055,79033,cd0715864623,172.17.0.3,4405.587596178055,1,128,2,2,2,2,273,1.6718304709903517e-05,3.9163367690043495e-06,a884cf99
25,0.7647249190938512,0.7647249190938512,0.005536408811372759,0.7666521266611627,0.005553081888634614,0.7666521266611627,0.0055530818886346785,0.6235167206040992,0.0,0.5999139365196752,0.0,0.5999139365196753,0.0,0.6752966558791802,0.0,0.6270602312396556,0.0,0.6270602312396556,0.0,27259724,27259724,1700754606,,False,1,00d7a9f8,2023-11-23_12-50-06,218.03088235855103,218.03088235855103,77391,cd0715864623,172.17.0.3,218.03088235855103,1,128,2,14,2,2,208,1.863478572201151e-05,9.714588145929115e-06,00d7a9f8
26,0.71596548004315,0.71596548004315,0.004109168706524477,0.7169873387994888,0.0042533914902876625,0.7169873387994888,0.0042533914902876365,0.6089536138079827,0.0,0.6048629475827664,0.0,0.6048629475827664,0.0,0.6558791801510249,0.0,0.6092014366351756,0.0,0.6092014366351756,0.0,762160,762160,1700754809,,True,1,feeeb362,2023-11-23_12-53-29,203.5343861579895,203.5343861579895,77391,cd0715864623,172.17.0.3,203.5343861579895,1,128,2,2,2,2,156,2.6702642727964624e-05,5.51253341719639e-06,feeeb362
27,0.7643473570658037,0.7643473570658037,0.007193927185948555,0.7629819197511859,0.007315946061012084,0.7629819197511859,0.007315946061012116,0.6299892125134844,0.0,0.6092147217675942,0.0,0.6092147217675942,0.0,0.6138079827400216,0.0,0.572387065880668,0.0,0.5723870658806679,0.0,15893561,15893561,1700755036,,False,1,ab668c2f,2023-11-23_12-57-16,227.00043892860413,227.00043892860413,77391,cd0715864623,172.17.0.3,227.00043892860413,1,128,3,8,2,3,189,1.3217142414684045e-05,8.50659039126599e-06,ab668c2f
28,0.7460625674217909,0.7460625674217909,0.004373923394328638,0.7443978573795074,0.004211431311542664,0.7443978573795074,0.004211431311542657,0.6844660194174758,0.0,0.6778315842888674,0.0,0.6778315842888673,0.0,0.6769147788565264,0.0,0.6322808449742477,0.0,0.6322808449742477,0.0,15469171,15469171,1700757724,,True,1,0ea762f5,2023-11-23_13-42-04,2687.8217463493347,2687.8217463493347,77391,cd0715864623,172.17.0.3,2687.8217463493347,1,128,3,8,2,3,133,3.268881876243231e-05,2.8788220055424886e-06,0ea762f5
29,0.7586299892125135,0.7586299892125135,0.004653959731631184,0.7599573615495749,0.004640253426468943,0.7599573615495749,0.004640253426468968,0.6715210355987055,0.0,0.6511998456654928,0.0,0.6511998456654929,0.0,0.6477885652642934,0.0,0.6023742487523122,0.0,0.6023742487523122,0.0,24340190,24340190,1700761136,,True,1,fe84528f,2023-11-23_14-38-56,3411.130605697632,3411.130605697632,77391,cd0715864623,172.17.0.3,3411.130605697632,1,128,2,13,2,2,279,1.024706963139462e-05,5.977457442416697e-06,fe84528f
30,0.6902373247033442,0.6902373247033442,0.007106858011649738,0.6902852673759129,0.007157575628476043,0.6902852673759128,0.007157575628476039,0.5436893203883495,0.0,0.5327713004440354,0.0,0.5327713004440354,0.0,0.6014023732470335,0.0,0.56843944814317,0.0,0.5684394481431699,0.0,46413216,46413216,1700758092,,True,1,eaf100d5,2023-11-23_13-48-12,131.29548978805542,131.29548978805542,79033,cd0715864623,172.17.0.3,131.29548978805542,1,128,3,19,2,2,28,2.162129193696999e-05,8.531764576610159e-06,eaf100d5
31,0.7548004314994606,0.7548004314994606,0.0035875488993130245,0.7518104073524111,0.003487201406145311,0.7518104073524112,0.0034872014061453523,0.6488673139158576,0.0,0.6359664135583828,0.0,0.6359664135583827,0.0,0.6833872707659115,0.0,0.649893904496205,0.0,0.649893904496205,0.0,18221160,18221160,1700760269,,True,1,5c4ef759,2023-11-23_14-24-29,2177.3453698158264,2177.3453698158264,79033,cd0715864623,172.17.0.3,2177.3453698158264,1,128,3,11,2,2,340,4.500059124548315e-05,7.439157252097659e-06,5c4ef759
32,0.6705501618122977,0.6705501618122977,0.0030108491341861443,0.6438040702902895,0.0033003746176489598,0.6438040702902895,0.0033003746176489598,0.5296655879180151,0.0,0.4921246312392917,0.0,0.4921246312392916,0.0,0.6272923408845739,0.0,0.5792402411169466,0.0,0.5792402411169466,0.0,1714848,1714848,1700760444,,True,1,8baa22d3,2023-11-23_14-27-24,174.86415910720825,174.86415910720825,79033,cd0715864623,172.17.0.3,174.86415910720825,1,128,2,3,2,2,235,8.547851385714033e-05,3.455068937865048e-06,8baa22d3
33,0.6060409924487594,0.6060409924487594,0.0045333120581338955,0.6040670137734729,0.004566688018366239,0.6040670137734729,0.004566688018366268,0.6008629989212514,0.0,0.5993575581256464,0.0,0.5993575581256463,0.0,0.47680690399137,0.0,0.43261032367395047,0.0,0.4326103236739505,0.0,11837854,11837854,1700760716,,True,1,21ba8bab,2023-11-23_14-31-56,271.23535776138306,271.23535776138306,79033,cd0715864623,172.17.0.3,271.23535776138306,1,128,4,7,2,3,125,1.5035424515772718e-05,9.937510442938145e-06,21ba8bab
34,0.7846817691477885,0.7846817691477885,0.005666255010428845,0.7853817289408228,0.005458988453731138,0.7853817289408229,0.005458988453731118,0.680151024811219,0.0,0.6628378133952109,0.0,0.6628378133952109,0.0,0.6591154261057174,0.0,0.6146930843452335,0.0,0.6146930843452335,0.0,13920832,13920832,1700761817,,False,1,da12e169,2023-11-23_14-50-17,1101.1796207427979,1101.1796207427979,79033,cd0715864623,172.17.0.3,1101.1796207427979,1,128,2,10,2,2,150,4.8039205183679595e-05,4.883354682935319e-06,da12e169
35,0.7283710895361382,0.7283710895361382,0.0036278687639267,0.7304770137195522,0.0037879061274591567,0.7304770137195523,0.0037879061274591706,0.5717367853290184,0.0,0.5511373554412567,0.0,0.5511373554412569,0.0,0.6661272923408845,0.0,0.6212137961466531,0.0,0.6212137961466531,0.0,48563052,48563052,1700761366,,True,1,0ca6c7a6,2023-11-23_14-42-46,230.06487894058228,230.06487894058228,77391,cd0715864623,172.17.0.3,230.06487894058228,1,128,3,19,2,2,184,2.2361642314403263e-05,9.135293098703978e-06,0ca6c7a6
36,0.7532362459546925,0.7532362459546925,0.0049742479446405734,0.7484425387238312,0.005436703309833646,0.7484425387238313,0.0054367033098336025,0.6380798274002157,0.0,0.6166944101646882,0.0,0.6166944101646881,0.0,0.6941747572815534,0.0,0.6400250005083187,0.0,0.6400250005083187,0.0,3948415,3948415,1700764243,,True,1,1ffed886,2023-11-23_15-30-43,2877.3346214294434,2877.3346214294434,77391,cd0715864623,172.17.0.3,2877.3346214294434,1,128,3,5,2,2,201,3.80091345545783e-05,6.480861380676382e-07,1ffed886
37,0.16666666666666669,0.16666666666666669,2.7755575615628914e-17,0.047619047619047616,0.0,0.047619047619047616,0.0,0.16666666666666666,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.16666666666666666,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,36449934,36449934,1700761949,,True,1,052db746,2023-11-23_14-52-29,131.6743369102478,131.6743369102478,79033,cd0715864623,172.17.0.3,131.6743369102478,1,64,4,12,2,3,360,0.00011047478371091581,4.615961959744155e-06,052db746
38,0.745091693635383,0.745091693635383,0.005157727330261891,0.7468584391665665,0.005252229670737758,0.7468584391665666,0.005252229670737714,0.6127292340884574,0.0,0.5924824619906491,0.0,0.5924824619906491,0.0,0.6089536138079827,0.0,0.5607863939702367,0.0,0.5607863939702367,0.0,30565318,30565318,1700762150,,True,1,4895dab5,2023-11-23_14-55-50,200.76881098747253,200.76881098747253,79033,cd0715864623,172.17.0.3,200.76881098747253,1,128,2,15,2,2,157,5.7661849379800485e-05,5.758416256476853e-06,4895dab5
39,0.7657497303128371,0.7657497303128371,0.003745060482597604,0.7645815684753632,0.003796086341177721,0.7645815684753632,0.0037960863411777277,0.6305285868392665,0.0,0.6102950077605248,0.0,0.6102950077605248,0.0,0.6968716289104638,0.0,0.645034089496579,0.0,0.6450340894965791,0.0,12345412,12345412,1700763560,,False,1,e49101ff,2023-11-23_15-19-20,1409.718304157257,1409.718304157257,79033,cd0715864623,172.17.0.3,1409.718304157257,1,128,3,9,2,2,300,8.695352333776178e-05,6.2383840930155296e-06,e49101ff
40,0.7159654800431501,0.7159654800431501,0.004268901604619069,0.7164372637320453,0.004288034599795092,0.7164372637320452,0.0042880345997950795,0.6736785329018339,0.0,0.6708280525002075,0.0,0.6708280525002074,0.0,0.686084142394822,0.0,0.6786641852248353,0.0,0.6786641852248352,0.0,9309137,9309137,1700764552,,True,1,ca9849bb,2023-11-23_15-35-52,992.7457590103149,992.7457590103149,79033,cd0715864623,172.17.0.3,992.7457590103149,1,128,3,6,3,3,229,0.00016218055009193475,6.918622423861047e-06,ca9849bb
41,0.7981121898597626,0.7981121898597626,0.0028647835436654704,0.7980840136084484,0.003017707751137254,0.7980840136084484,0.003017707751137245,0.6812297734627831,0.0,0.66547714143604,0.0,0.6654771414360401,0.0,0.697950377562028,0.0,0.6519188698200279,0.0,0.6519188698200278,0.0,2824253,2824253,1700765071,,False,1,109d04f1,2023-11-23_15-44-31,827.2738223075867,827.2738223075867,77391,cd0715864623,172.17.0.3,827.2738223075867,1,64,2,4,4,2,263,4.8784694168656055e-05,5.099183105225001e-06,109d04f1
42,0.6989751887810141,0.6989751887810141,0.008023635008181073,0.6971653558617381,0.00873494037964195,0.6971653558617381,0.008734940379641948,0.4395900755124056,0.0,0.419710223550864,0.0,0.4197102235508639,0.0,0.5728155339805825,0.0,0.5647546131311433,0.0,0.5647546131311433,0.0,85638565,85638565,1700764782,,True,1,7d20e381,2023-11-23_15-39-42,228.98869228363037,228.98869228363037,79033,cd0715864623,172.17.0.3,228.98869228363037,1,128,4,19,2,3,252,7.489423380774258e-05,4.186697779921993e-06,7d20e381
43,0.6818770226537217,0.6818770226537217,0.0047071033935860785,0.6796920675094364,0.00468812387927038,0.6796920675094364,0.00468812387927043,0.6574973031283711,0.0,0.6533050076671126,0.0,0.6533050076671126,0.0,0.5981661272923409,0.0,0.5491886486960812,0.0,0.5491886486960812,0.0,32526825,32526825,1700765507,,True,1,9b10b490,2023-11-23_15-51-47,725.6389546394348,725.6389546394348,79033,cd0715864623,172.17.0.3,725.6389546394348,1,128,3,10,3,4,109,3.771697056017093e-05,7.889897082121747e-06,9b10b490
44,0.2815533980582524,0.16666666666666669,2.7755575615628914e-17,0.047619047619047616,0.0,0.047619047619047616,0.0,0.2815533980582524,0.0,0.19620137910449506,0.0,0.19620137910449506,0.0,0.16666666666666666,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,3003462,3003462,1700765156,,True,1,62c258d8,2023-11-23_15-45-56,84.51843810081482,84.51843810081482,77391,cd0715864623,172.17.0.3,84.51843810081482,1,64,2,4,4,2,316,0.0003403299720718383,9.47344720574361e-06,62c258d8
45,0.16666666666666669,0.16666666666666669,2.7755575615628914e-17,0.047619047619047616,0.0,0.047619047619047616,0.0,0.16666666666666666,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.16666666666666666,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,945883,945883,1700765416,,True,1,82baa187,2023-11-23_15-50-16,260.54782938957214,260.54782938957214,77391,cd0715864623,172.17.0.3,260.54782938957214,1,64,4,2,4,2,275,0.00014178297370612058,7.110886224672457e-06,82baa187
46,0.16666666666666669,0.16666666666666669,2.7755575615628914e-17,0.047619047619047616,0.0,0.047619047619047616,0.0,0.16666666666666666,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.16666666666666666,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,6582191,6582191,1700765524,,True,1,0b81dc13,2023-11-23_15-52-04,107.83984518051147,107.83984518051147,77391,cd0715864623,172.17.0.3,107.83984518051147,1,64,3,4,4,4,327,0.00026015024298347834,8.67766040645348e-06,0b81dc13
47,0.16666666666666669,0.16666666666666669,2.7755575615628914e-17,0.047619047619047616,0.0,0.047619047619047616,0.0,0.16666666666666666,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.16666666666666666,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,12373515,12373515,1700765589,,True,1,1700a569,2023-11-23_15-53-09,81.7129454612732,81.7129454612732,79033,cd0715864623,172.17.0.3,81.7129454612732,1,64,3,7,4,3,253,0.00022449226244548808,8.16019298914118e-06,1700a569
48,0.7656957928802589,0.7656957928802589,0.005464476868139782,0.7638454112196963,0.0057389322728087,0.7638454112196963,0.005738932272808711,0.6316073354908306,0.0,0.603417587503937,0.0,0.603417587503937,0.0,0.6898597626752967,0.0,0.6330160628242204,0.0,0.6330160628242205,0.0,5825337,5825337,1700766326,,False,1,d18b1e13,2023-11-23_16-05-26,800.8709716796875,800.8709716796875,77391,cd0715864623,172.17.0.3,800.8709716796875,1,64,2,6,4,2,289,5.298383495344727e-05,5.193787420897175e-06,d18b1e13
