,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),num_params,num_trainable_params,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/batch_size,config/m_lambda,config/num_HL,config/latent_dim,config/opt_lr,config/opt_wd,logdir
0,0.6832254584681768,0.6832254584681768,0.002915117393068314,0.682538331772801,0.0028991365153224757,0.682538331772801,0.002899136515322426,0.6154261057173679,0.0,0.6053877172728362,0.0,0.6053877172728362,0.0,0.5830636461704423,0.0,0.522793337798361,0.0,0.522793337798361,0.0,470837,470837,1701349972,False,1,5c3cb387,2023-11-30_13-12-52,635.5886487960815,635.5886487960815,24189,c6b012403c46,172.17.0.2,635.5886487960815,1,,64,1.1195538108929328,5,38,0.00010670211002502113,7.446832118668017e-06,5c3cb387
1,0.6429881337648327,0.6429881337648327,0.005449816407697854,0.6426477199464324,0.005658329041606444,0.6426477199464324,0.005658329041606456,0.5857605177993528,0.0,0.5764193467053044,0.0,0.5764193467053045,0.0,0.5706580366774542,0.0,0.5231096283996378,0.0,0.5231096283996379,0.0,511422,511422,1701349859,False,1,16a51ce3,2023-11-30_13-10-59,515.6334278583527,515.6334278583527,24294,c6b012403c46,172.17.0.2,515.6334278583527,1,,128,0.5353139695116751,5,63,0.0001549766234339987,3.433384368771873e-06,16a51ce3
2,0.529126213592233,0.524217907227616,0.0031768186240835354,0.5217793996245612,0.0031849858569068202,0.5217793996245612,0.0031849858569068367,0.529126213592233,0.0,0.5269114353543631,0.0,0.5269114353543631,0.0,0.5215749730312838,0.0,0.5014401317343495,0.0,0.5014401317343494,0.0,327261,327261,1701349774,False,1,06c769e6,2023-11-30_13-09-34,425.17177057266235,425.17177057266235,24341,c6b012403c46,172.17.0.2,425.17177057266235,1,,128,2.929007689361731,4,2,8.725544247284461e-05,3.7473855200917463e-06,06c769e6
3,0.6939590075512405,0.6939590075512405,0.0028965958105927913,0.690946111133395,0.0029734188180694713,0.690946111133395,0.002973418818069435,0.6073354908306364,0.0,0.5969193089540522,0.0,0.5969193089540521,0.0,0.5787486515641855,0.0,0.5227694134316286,0.0,0.5227694134316286,0.0,402557,402557,1701349894,False,1,54823c44,2023-11-30_13-11-34,535.4938237667084,535.4938237667084,24388,c6b012403c46,172.17.0.2,535.4938237667084,1,,64,2.8004769831890024,4,62,0.0002277551277856003,8.426017279109343e-06,54823c44
4,0.6701186623516721,0.6701186623516721,0.005318788796384478,0.6677978685983671,0.005526208189536967,0.6677978685983671,0.005526208189536957,0.6197411003236246,0.0,0.6146555265058283,0.0,0.6146555265058283,0.0,0.668824163969795,0.0,0.6534200186678646,0.0,0.6534200186678646,0.0,236098,236098,1701350190,True,1,b98a3d79,2023-11-30_13-16-30,826.1291782855988,826.1291782855988,24435,c6b012403c46,172.17.0.2,826.1291782855988,1,,64,1.1308161025680334,3,5,4.9407183710865886e-05,8.412605628948889e-06,b98a3d79
5,0.6758360302049622,0.6758360302049622,0.002718360985621189,0.674012600857697,0.0028136620659323496,0.674012600857697,0.00281366206593232,0.6138079827400216,0.0,0.611560671836375,0.0,0.6115606718363749,0.0,0.6526429341963322,0.0,0.6165289350248052,0.0,0.6165289350248052,0.0,1667412,1667412,1701349896,False,1,c7281051,2023-11-30_13-11-36,524.4890031814575,524.4890031814575,24482,c6b012403c46,172.17.0.2,524.4890031814575,1,,64,1.7245485021076812,7,329,0.00021997343333825288,5.629226549885012e-06,c7281051
6,0.6901294498381877,0.6901294498381877,0.005174902439462153,0.6880030387855234,0.005264832884935516,0.6880030387855234,0.005264832884935532,0.6343042071197411,0.0,0.6300913770309836,0.0,0.6300913770309835,0.0,0.6823085221143473,0.0,0.6766222914414283,0.0,0.6766222914414282,0.0,824961,824961,1701350125,False,1,714582a4,2023-11-30_13-15-25,745.736781835556,745.736781835556,24529,c6b012403c46,172.17.0.2,745.736781835556,1,,64,2.9577321195034263,4,280,0.0004461815116755764,9.029779357699912e-06,714582a4
7,0.6940129449838188,0.6940129449838188,0.00804029660116818,0.6912931957606403,0.008134546601328941,0.6912931957606403,0.008134546601328936,0.3586839266450917,0.0,0.3430367055185313,0.0,0.3430367055185314,0.0,0.6229773462783171,0.0,0.5709080606879137,0.0,0.5709080606879138,0.0,310249,310249,1701359089,True,1,51945600,2023-11-30_15-44-49,9702.108000278473,9702.108000278473,24576,c6b012403c46,172.17.0.2,9702.108000278473,1,,128,1.3643396509602295,2,196,2.846346753872358e-05,2.1136637182146425e-06,51945600
8,0.6750809061488672,0.6750809061488672,0.004349912654510468,0.6732559647974053,0.004575672989937394,0.6732559647974055,0.004575672989937366,0.610032362459547,0.0,0.6029345073301037,0.0,0.6029345073301038,0.0,0.6089536138079827,0.0,0.5511967319895913,0.0,0.5511967319895914,0.0,1759535,1759535,1701350300,True,1,f44312a0,2023-11-30_13-18-20,903.1253352165222,903.1253352165222,24623,c6b012403c46,172.17.0.2,903.1253352165222,1,,128,2.540587601644372,7,348,0.0001847772033521556,9.875569369017953e-06,f44312a0
9,0.6933656957928802,0.6933656957928802,0.00792072620682119,0.6928218280126275,0.008108260124798636,0.6928218280126275,0.008108260124798676,0.6051779935275081,0.0,0.5862617124700147,0.0,0.5862617124700146,0.0,0.580906148867314,0.0,0.5244311466494208,0.0,0.5244311466494208,0.0,1037817,1037817,1701350568,False,1,92568c78,2023-11-30_13-22-48,1160.3216121196747,1160.3216121196747,24670,c6b012403c46,172.17.0.2,1160.3216121196747,1,,128,2.169833348732585,5,282,3.6407883376929175e-05,3.332648587226561e-07,92568c78
