,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),num_params,num_trainable_params,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/batch_size,config/num_HL,config/latent_dim,config/opt_lr,config/opt_wd,logdir
0,0.624973031283711,0.624973031283711,0.0071882633125812745,0.6231308345667984,0.008004696289130102,0.6231308345667983,0.008004696289130083,0.5453074433656958,0.0,0.5428444843023476,0.0,0.5428444843023476,0.0,0.5388349514563107,0.0,0.49660384528151535,0.0,0.49660384528151535,0.0,616206,616206,1701072733,,False,1,c6351f86,2023-11-27_05-12-13,782.3968253135681,782.3968253135681,74923,ac1450d1e4fc,172.17.0.2,782.3968253135681,1,128,4,187,0.0007341166728615392,9.331155465375517e-06,c6351f86
1,0.5371089536138081,0.5371089536138081,0.006224108624272562,0.503007624710943,0.007161798385880911,0.503007624710943,0.0071617983858809344,0.4989212513484358,0.0,0.4877279269422634,0.0,0.4877279269422633,0.0,0.5145631067961165,0.0,0.4548428423746358,0.0,0.4548428423746358,0.0,1218360,1218360,1701073511,,True,1,0a92f021,2023-11-27_05-25-11,1546.3596539497375,1546.3596539497375,75989,ac1450d1e4fc,172.17.0.2,1546.3596539497375,1,128,5,337,0.00010483812949252505,8.612567175698917e-06,0a92f021
2,0.5347357065803668,0.5347357065803668,0.005302354143449622,0.5295265040248209,0.0050052425489659595,0.5295265040248209,0.005005242548965956,0.5053937432578209,0.0,0.5068680013373627,0.0,0.5068680013373625,0.0,0.4638619201725998,0.0,0.42156847028855354,0.0,0.42156847028855354,0.0,1608300,1608300,1701072721,,False,1,2048a0e6,2023-11-27_05-12-01,741.8269250392914,741.8269250392914,76050,ac1450d1e4fc,172.17.0.2,741.8269250392914,1,64,6,371,4.3766508207664144e-05,8.985272256967103e-06,2048a0e6
3,0.6080906148867313,0.6080906148867313,0.009664287553149959,0.606409674918816,0.00971161194062642,0.606409674918816,0.009711611940626376,0.5075512405609492,0.0,0.4924231432482553,0.0,0.49242314324825526,0.0,0.5604099244875944,0.0,0.5264716864210237,0.0,0.5264716864210237,0.0,1419443,1419443,1701074246,,False,1,21292bd8,2023-11-27_05-37-26,2251.0642170906067,2251.0642170906067,76111,ac1450d1e4fc,172.17.0.2,2251.0642170906067,1,128,3,606,0.00015602380776601253,6.359621072058298e-07,21292bd8
4,0.48058252427184467,0.4751348435814455,0.006047009255143964,0.4595296618972296,0.007098526561584427,0.4595296618972296,0.007098526561584425,0.47626752966558794,0.0,0.47105808906531005,0.0,0.4710580890653101,0.0,0.48058252427184467,0.0,0.43187607734194805,0.0,0.43187607734194805,0.0,1469690,1469690,1701072954,,True,1,a11360bd,2023-11-27_05-15-54,944.6351118087769,944.6351118087769,76172,ac1450d1e4fc,172.17.0.2,944.6351118087769,1,64,6,339,4.5745341519894724e-05,3.0038027712933935e-06,a11360bd
5,0.4368932038834951,0.16666666666666669,2.7755575615628914e-17,0.047619047619047616,0.0,0.047619047619047616,0.0,0.4368932038834951,0.0,0.42274444918804077,0.0,0.4227444491880407,0.0,0.19363538295577132,0.0,0.1011977517669257,0.0,0.10119775176692569,0.0,2996056,2996056,1701072985,,True,1,8ce0a928,2023-11-27_05-16-25,263.0784537792206,263.0784537792206,76050,ac1450d1e4fc,172.17.0.2,263.0784537792206,1,64,8,501,3.368386165058442e-05,2.6022635551519383e-06,8ce0a928
6,0.6078748651564185,0.6078748651564185,0.007061479115017544,0.6061778808130442,0.007499209846539407,0.6061778808130442,0.00749920984653939,0.5469255663430421,0.0,0.5541242606116219,0.0,0.5541242606116219,0.0,0.46116504854368934,0.0,0.4625837992205775,0.0,0.4625837992205776,0.0,786769,786769,1701076988,,False,1,8a5e42d0,2023-11-27_06-23-08,4255.0519897937775,4255.0519897937775,74923,ac1450d1e4fc,172.17.0.2,4255.0519897937775,1,128,2,526,4.598657403055474e-05,1.1842546805888088e-06,8a5e42d0
7,0.6044228694714131,0.6044228694714131,0.002741804752349256,0.602696638608766,0.0026644552170514697,0.602696638608766,0.0026644552170514697,0.5765911542610572,0.0,0.5778892978346172,0.0,0.5778892978346172,0.0,0.49514563106796117,0.0,0.44993108548378347,0.0,0.4499310854837834,0.0,3934559,3934559,1701073599,,False,1,f66113d9,2023-11-27_05-26-39,644.7573828697205,644.7573828697205,76172,ac1450d1e4fc,172.17.0.2,644.7573828697205,1,64,7,684,0.0005332677897100202,2.3160811560611075e-06,f66113d9
8,0.6368932038834951,0.6368932038834951,0.007542759916467466,0.6363393624888672,0.007742509819886264,0.6363393624888672,0.007742509819886321,0.5280474649406688,0.0,0.5151984577151774,0.0,0.5151984577151774,0.0,0.5814455231930961,0.0,0.5492005146981033,0.0,0.5492005146981034,0.0,1462203,1462203,1701074999,,False,1,99c5e4d4,2023-11-27_05-49-59,2013.9210014343262,2013.9210014343262,76050,ac1450d1e4fc,172.17.0.2,2013.9210014343262,1,128,3,620,0.00015927964666157083,1.6622430433280335e-06,99c5e4d4
9,0.61596548004315,0.5436353829557714,0.005715586622858966,0.5365239834054909,0.006188099803666699,0.5365239834054909,0.006188099803666719,0.61596548004315,0.0,0.6143902704559957,0.0,0.6143902704559957,0.0,0.5210355987055016,0.0,0.4782130706030772,0.0,0.47821307060307716,0.0,650548,650548,1701076470,,False,1,1bd85b2f,2023-11-27_06-14-30,2957.9497215747833,2957.9497215747833,75989,ac1450d1e4fc,172.17.0.2,2957.9497215747833,1,64,3,297,1.626499628642137e-05,5.52969018835401e-06,1bd85b2f
